"id"	"蛋氨酸"	"科名"	"小穗形"	"品种名称"	"谷氨酸"	"内稃色"	"棕榈酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"总和"	"油酸"	"有效分蘖"	"亚麻酸"	"外稃色"	"省"	"生育日数"	"保存编号"	"保存单位"	"亚油酸"	"幼苗习性"	"卵块"	"旗叶叶相"	"占脂肪酸"	"统一编号"	"主穗长"	"苯丙氨酸"	"学名"	"脂肪"	"胱氨酸"	"组氨酸"	"倒伏性"	"蛋白质"	"芒颜色"	"样品类型"	"亮氨酸"	"库编号"	"主穗小穗数"	"原产地"	"黑穗病率"	"不饱脂肪酸"	"甘氨酸"	"芒形状"	"蚜虫"	"氨"	"幼虫"	"主穗粒重"	"缬氨酸"	"黑穗病抗性"	"色氨酸"	"单株粒重"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"皮裸"	"千粒重"	"丝氨酸"	"属名"	"译名"	"幼苗颜色"	"粒型"	"抗旱性"	"红叶病抗性"	"轮层数"	"株高"	"穗形"	"异亮氨酸"	"红叶病病级"
"30"	"0.22"	"Gramineae(禾本科)"	"--"	"Cornellian"	"3.54"	"--"	"--"	"1.43"	"1.15"	"0.60"	"0.81"	"16.10"	"--"	"2.4"	"--"	"--"	"国外"	"87"	"H0003155"	"--"	"42.28"	"直立"	"4.4"	"下披"	"--"	"ZY000916"	"23.8"	"0.92"	"Avena sativa L.(普通燕麦)"	"5.28"	"0.31"	"0.38"	"低抗"	"15.89"	"--"	"国外"	"1.28"	"I1F01024"	"37.80"	"DNK"	"0.4"	"--"	"0.81"	"--"	"9"	"0.44"	"52.5"	"1.2"	"0.93"	"--"	"0.24"	"2.6"	"黄"	"0.64"	"0.67"	"0.70"	"皮"	"20.80"	"0.77"	"Avena(燕麦属)"	"Cornellian"	"淡绿"	"纺锤"	"高抗"	"--"	"7.3"	"115.9"	"周散"	"0.70"	"2"
"31"	"0.23"	"Gramineae(禾本科)"	"--"	"Elkjxz nr"	"3.43"	"--"	"--"	"1.42"	"1.18"	"0.59"	"0.79"	"15.87"	"--"	"1.3"	"--"	"--"	"国外"	"90"	"H0003156"	"--"	"42.28"	"直立"	"2.7"	"下披"	"--"	"ZY000917"	"22.7"	"0.91"	"Avena sativa L.(普通燕麦)"	"4.88"	"0.31"	"0.38"	"高抗"	"15.31"	"--"	"国外"	"1.26"	"I1F01025"	"31.60"	"DNK"	"--"	"--"	"0.80"	"无"	"9"	"0.44"	"78.8"	"1.4"	"0.91"	"--"	"0.27"	"1.9"	"黄"	"0.61"	"0.64"	"0.69"	"皮"	"22.90"	"0.76"	"Avena(燕麦属)"	"Elkjxz nr"	"淡绿"	"纺锤"	"高抗"	"--"	"6.2"	"112.8"	"周散"	"0.69"	"1"
"32"	"0.21"	"Gramineae(禾本科)"	"--"	"Grey(Ordum)"	"2.98"	"--"	"--"	"1.20"	"1.00"	"0.51"	"0.71"	"13.89"	"--"	"3.4"	"--"	"--"	"国外"	"93"	"H0003157"	"--"	"42.28"	"中"	"2.7"	"下披"	"--"	"ZY000918"	"28.1"	"0.80"	"Avena sativa L.(普通燕麦)"	"5.81"	"0.28"	"0.32"	"高抗"	"12.38"	"黑黄"	"国外"	"1.11"	"I1F01026"	"39.90"	"DNK"	"1.4"	"--"	"0.71"	"弯"	"9"	"0.39"	"94.9"	"1.3"	"0.81"	"--"	"0.22"	"4.5"	"黄"	"0.55"	"0.60"	"0.61"	"皮"	"19.80"	"0.67"	"Avena(燕麦属)"	"Grey(Ordum)"	"淡绿"	"纺锤"	"高抗"	"--"	"6.2"	"115.8"	"周散"	"0.60"	"2"
"33"	"0.59"	"Gramineae(禾本科)"	"--"	"Heachavre lyngby"	"2.64"	"--"	"38.15"	"1.07"	"0.90"	"0.45"	"0.63"	"13.38"	"29.71"	"4.1"	"--"	"--"	"国外"	"101"	"H0003158"	"--"	"--"	"直立"	"1.9"	"平展"	"32.13"	"ZY000919"	"19.3"	"0.73"	"Avena sativa L.(普通燕麦)"	"3.47"	"0.39"	"0.29"	"--"	"13.70"	"黄"	"国外"	"1.03"	"I1F01027"	"20.60"	"DNK"	"2.0"	"51.96"	"0.63"	"弯"	"9"	"0.38"	"41.2"	"0.7"	"0.77"	"--"	"0.26"	"2.1"	"黄"	"0.59"	"0.65"	"0.54"	"皮"	"20.70"	"0.62"	"Avena(燕麦属)"	"Heachavre lyngby"	"淡绿"	"纺锤"	"中抗"	"--"	"6.3"	"101.3"	"周散"	"0.60"	"1"
"34"	"0.54"	"Gramineae(禾本科)"	"--"	"Argus W"	"2.41"	"--"	"33.58"	"0.95"	"0.83"	"0.41"	"0.58"	"12.14"	"26.28"	"1.7"	"--"	"--"	"国外"	"92"	"H0003159"	"--"	"--"	"直立"	"0.9"	"上举"	"40.15"	"ZY000920"	"26.1"	"0.64"	"Avena sativa L.(普通燕麦)"	"3.34"	"0.37"	"0.26"	"低抗"	"12.65"	"黑黄"	"国外"	"0.94"	"I1F01028"	"32.90"	"DNK"	"3.1"	"60.44"	"0.58"	"直"	"5"	"0.34"	"44.9"	"1.1"	"0.71"	"--"	"0.20"	"2.1"	"红"	"0.52"	"0.62"	"0.49"	"皮"	"25.30"	"0.56"	"Avena(燕麦属)"	"Argus W"	"淡绿"	"纺锤"	"高抗"	"--"	"6.8"	"116.4"	"周散"	"0.53"	"2"
"35"	"0.58"	"Gramineae(禾本科)"	"--"	"Bauntebue"	"2.68"	"--"	"32.59"	"1.02"	"0.85"	"0.43"	"0.61"	"13.13"	"33.22"	"2.0"	"--"	"--"	"国外"	"89"	"H0003160"	"--"	"--"	"中"	"2.8"	"平展"	"34.19"	"ZY000921"	"27.6"	"0.73"	"Avena sativa L.(普通燕麦)"	"5.24"	"0.39"	"0.28"	"低抗"	"14.15"	"黑黄"	"国外"	"1.03"	"I1F01029"	"35.80"	"DNK"	"41.5"	"50.72"	"0.61"	"直"	"5"	"0.41"	"117.6"	"1.1"	"0.76"	"--"	"0.25"	"3.2"	"红"	"0.58"	"0.64"	"0.51"	"皮"	"31.70"	"0.60"	"Avena(燕麦属)"	"Bauntebue"	"绿"	"纺锤"	"中抗"	"--"	"7.5"	"112.6"	"周散"	"0.58"	"2"
"36"	"0.63"	"Gramineae(禾本科)"	"--"	"Brie"	"2.78"	"--"	"33.97"	"1.11"	"1.23"	"0.54"	"0.67"	"14.55"	"32.05"	"2.1"	"--"	"--"	"国外"	"91"	"H0003161"	"--"	"--"	"中"	"0.9"	"上举"	"33.98"	"ZY000922"	"25.5"	"0.80"	"Avena sativa L.(普通燕麦)"	"3.63"	"0.37"	"0.41"	"--"	"14.70"	"褐"	"国外"	"1.07"	"I1F01030"	"36.30"	"DNK"	"12.3"	"51.46"	"0.66"	"直"	"3"	"0.39"	"75.0"	"1.4"	"0.88"	"--"	"0.24"	"4.0"	"褐"	"0.60"	"0.66"	"0.66"	"皮"	"25.10"	"0.62"	"Avena(燕麦属)"	"Brie"	"淡绿"	"纺锤"	"中抗"	"--"	"7.2"	"112.6"	"周散"	"0.62"	"2"
"37"	"0.22"	"Gramineae(禾本科)"	"--"	"Caulomiers Sort"	"3.20"	"--"	"--"	"1.21"	"1.04"	"0.52"	"0.72"	"14.45"	"--"	"3.1"	"--"	"--"	"国外"	"99"	"H0003162"	"--"	"42.24"	"直立"	"0.6"	"下披"	"--"	"ZY000923"	"21.7"	"0.86"	"Avena sativa L.(普通燕麦)"	"5.66"	"0.29"	"0.34"	"低抗"	"14.57"	"褐"	"国外"	"1.15"	"I1F01031"	"24.20"	"DNK"	"3.6"	"--"	"0.71"	"直"	"3"	"0.42"	"121.5"	"0.8"	"0.84"	"--"	"0.22"	"2.6"	"黑"	"0.60"	"0.62"	"0.61"	"皮"	"21.40"	"0.67"	"Avena(燕麦属)"	"Caulmoiers Sort"	"淡绿"	"纺锤"	"中抗"	"--"	"7.9"	"106.2"	"周散"	"0.63"	"2"
"38"	"0.64"	"Gramineae(禾本科)"	"--"	"Early Halg"	"2.92"	"--"	"32.66"	"1.16"	"1.02"	"0.50"	"0.70"	"14.55"	"22.87"	"2.0"	"--"	"--"	"国外"	"92"	"H0003164"	"--"	"--"	"直立"	"0.5"	"上举"	"44.47"	"ZY000924"	"21.0"	"0.84"	"Avena sativa L.(普通燕麦)"	"3.56"	"0.32"	"0.34"	"高抗"	"14.74"	"黑黄"	"国外"	"1.12"	"I1F01032"	"33.60"	"DNK"	"32.8"	"66.04"	"0.69"	"弯"	"7"	"0.37"	"63.0"	"1.0"	"0.87"	"--"	"0.25"	"2.8"	"红"	"0.58"	"0.69"	"0.60"	"皮"	"24.90"	"0.65"	"Avena(燕麦属)"	"Earle Halg"	"绿"	"纺锤"	"中抗"	"--"	"6.8"	"98.0"	"周散"	"0.66"	"2"
"39"	"0.25"	"Gramineae(禾本科)"	"--"	"Engelbrickt SV ."	"3.29"	"--"	"--"	"1.33"	"1.06"	"0.56"	"0.77"	"15.23"	"--"	"6.2"	"--"	"--"	"国外"	"90"	"H0003165"	"--"	"40.34"	"直立"	"1.8"	"下披"	"--"	"ZY000925"	"28.2"	"0.90"	"Avena sativa L.(普通燕麦)"	"4.19"	"0.30"	"0.37"	"中抗"	"13.31"	"黑黄"	"国外"	"1.22"	"I1F01033"	"43.40"	"DNK"	"--"	"--"	"0.76"	"弯"	"3"	"0.46"	"72.6"	"1.3"	"0.89"	"--"	"0.20"	"4.5"	"红"	"0.64"	"0.66"	"0.65"	"皮"	"23.30"	"0.71"	"Avena(燕麦属)"	"Engelbrickt SV."	"绿"	"披针"	"中抗"	"--"	"7.1"	"109.6"	"周散"	"0.67"	"2"
"40"	"0.60"	"Gramineae(禾本科)"	"--"	"EngelbricktＩSV ."	"2.66"	"--"	"29.80"	"1.04"	"0.92"	"0.45"	"0.62"	"13.23"	"32.89"	"3.7"	"--"	"--"	"国外"	"94"	"H0003166"	"--"	"--"	"中"	"1.4"	"下披"	"37.31"	"ZY000926"	"22.2"	"0.76"	"Avena sativa L.(普通燕麦)"	"4.32"	"0.32"	"0.31"	"低抗"	"15.58"	"黑"	"国外"	"1.03"	"I1F01034"	"28.70"	"DNK"	"2.7"	"53.15"	"0.63"	"弯"	"5"	"0.34"	"81.9"	"0.9"	"0.80"	"--"	"0.19"	"2.8"	"褐"	"0.56"	"0.60"	"0.55"	"皮"	"24.40"	"0.58"	"Avena(燕麦属)"	"Engelbrickt I SV."	"绿"	"纺锤"	"中抗"	"--"	"6.8"	"112.2"	"周散"	"0.61"	"1"
"41"	"0.66"	"Gramineae(禾本科)"	"--"	"Engelbrickt Ⅱ SV."	"2.76"	"--"	"31.75"	"1.09"	"0.94"	"0.46"	"0.64"	"13.86"	"35.78"	"2.0"	"--"	"--"	"国外"	"93"	"H0003167"	"--"	"--"	"中"	"0.5"	"下披"	"32.47"	"ZY000927"	"27.8"	"0.77"	"Avena sativa L.(普通燕麦)"	"4.82"	"0.40"	"0.32"	"--"	"15.13"	"黄"	"国外"	"1.06"	"I1F01035"	"33.60"	"DNK"	"--"	"47.58"	"0.65"	"弯"	"3"	"0.35"	"95.4"	"0.8"	"0.83"	"--"	"0.23"	"2.0"	"黑"	"0.56"	"0.70"	"0.56"	"皮"	"23.80"	"0.60"	"Avena(燕麦属)"	"Engelbrickt Ⅱ SV."	"绿"	"披针"	"中抗"	"--"	"6.4"	"108.5"	"周散"	"0.63"	"1"
"42"	"0.60"	"Gramineae(禾本科)"	"--"	"EtamPs"	"2.58"	"--"	"29.58"	"1.00"	"0.88"	"0.43"	"0.61"	"12.91"	"35.91"	"2.7"	"--"	"--"	"国外"	"100"	"H0003168"	"--"	"--"	"直立"	"0.5"	"上举"	"34.51"	"ZY000928"	"22.9"	"0.74"	"Avena sativa L.(普通燕麦)"	"6.13"	"0.33"	"0.29"	"高抗"	"14.55"	"--"	"国外"	"1.00"	"I1F01036"	"33.70"	"DNK"	"16.0"	"49.01"	"0.61"	"无"	"5"	"0.31"	"34.3"	"0.9"	"0.76"	"--"	"0.22"	"2.5"	"黑"	"0.53"	"0.66"	"0.53"	"皮"	"22.50"	"0.56"	"Avena(燕麦属)"	"EtamPs"	"淡绿"	"纺锤"	"中抗"	"--"	"8.0"	"112.0"	"周散"	"0.58"	"1"
"43"	"0.26"	"Gramineae(禾本科)"	"--"	"Fyris"	"3.31"	"--"	"--"	"1.30"	"1.10"	"0.54"	"0.74"	"15.12"	"--"	"1.8"	"--"	"--"	"国外"	"92"	"H0003169"	"--"	"44.15"	"直立"	"--"	"上举"	"--"	"ZY000929"	"22.6"	"0.89"	"Avena sativa L.(普通燕麦)"	"4.93"	"0.30"	"0.35"	"高抗"	"14.81"	"黑黄"	"国外"	"1.20"	"I1F01037"	"44.50"	"DNK"	"23.6"	"--"	"0.74"	"弯"	"9"	"0.43"	"63.7"	"1.8"	"0.87"	"--"	"0.21"	"4.1"	"黑"	"0.62"	"0.69"	"0.64"	"皮"	"24.70"	"0.71"	"Avena(燕麦属)"	"Fyris"	"淡绿"	"纺锤"	"高抗"	"--"	"7.3"	"108.8"	"周紧"	"0.65"	"1"
"44"	"0.22"	"Gramineae(禾本科)"	"--"	"Grise de Haudan"	"3.75"	"--"	"--"	"1.43"	"1.23"	"0.63"	"0.85"	"17.01"	"--"	"4.6"	"--"	"--"	"国外"	"98"	"H0003170"	"--"	"44.14"	"中"	"0.3"	"上举"	"--"	"ZY000930"	"20.5"	"0.98"	"Avena sativa L.(普通燕麦)"	"6.11"	"0.38"	"0.40"	"中抗"	"14.52"	"黄"	"国外"	"1.33"	"I1F01038"	"29.00"	"DNK"	"100.0"	"--"	"0.85"	"弯"	"5"	"0.46"	"78.2"	"1.0"	"0.93"	"--"	"0.28"	"4.0"	"黑"	"0.70"	"0.77"	"0.70"	"皮"	"18.80"	"0.88"	"Avena(燕麦属)"	"Grise de Haudan"	"绿"	"纺锤"	"中抗"	"--"	"8.5"	"102.6"	"周散"	"0.70"	"1"
"45"	"0.25"	"Gramineae(禾本科)"	"--"	"Houdan 1459"	"3.41"	"--"	"--"	"1.30"	"1.18"	"0.57"	"0.74"	"15.25"	"--"	"4.1"	"--"	"--"	"国外"	"90"	"00003172"	"--"	"40.61"	"中"	"0.6"	"上举"	"--"	"ZY000931"	"24.2"	"0.93"	"Avena sativa L.(普通燕麦)"	"6.37"	"0.21"	"0.35"	"中抗"	"15.58"	"黑黄"	"国外"	"1.22"	"I1F01039"	"31.40"	"DNK"	"12.6"	"--"	"0.74"	"弯"	"3"	"0.49"	"105.7"	"1.1"	"0.82"	"--"	"0.24"	"4.4"	"黑"	"0.60"	"0.66"	"0.64"	"皮"	"21.50"	"0.76"	"Avena(燕麦属)"	"Houdan 1459"	"绿"	"纺锤"	"--"	"--"	"6.9"	"99.5"	"周散"	"0.63"	"1"
"46"	"0.29"	"Gramineae(禾本科)"	"--"	"Hybrid 27"	"3.35"	"--"	"--"	"1.32"	"1.14"	"0.53"	"0.77"	"15.29"	"--"	"2.0"	"--"	"--"	"国外"	"94"	"00003173"	"--"	"42.41"	"直立"	"--"	"上举"	"--"	"ZY000932"	"23.8"	"0.92"	"Avena sativa L.(普通燕麦)"	"4.24"	"0.29"	"0.34"	"高抗"	"14.39"	"黑褐"	"国外"	"1.21"	"I1F01040"	"45.20"	"DNK"	"6.3"	"--"	"0.76"	"弯"	"--"	"0.51"	"55.0"	"2.0"	"0.91"	"--"	"0.21"	"5.0"	"黑"	"0.63"	"0.63"	"0.64"	"皮"	"26.90"	"0.67"	"Avena(燕麦属)"	"Htbrid 27"	"淡绿"	"纺锤"	"高抗"	"--"	"7.8"	"110.7"	"周紧"	"0.68"	"1"
"47"	"0.29"	"Gramineae(禾本科)"	"--"	"Joanette 1461"	"3.15"	"--"	"--"	"1.18"	"1.07"	"0.50"	"0.72"	"14.26"	"--"	"4.9"	"--"	"--"	"国外"	"94"	"00003174"	"--"	"40.71"	"中"	"0.6"	"平展"	"--"	"ZY000933"	"23.4"	"0.84"	"Avena sativa L.(普通燕麦)"	"5.56"	"0.25"	"0.33"	"中抗"	"13.88"	"黑黄"	"国外"	"1.12"	"I1F01041"	"23.90"	"DNK"	"0.8"	"--"	"0.71"	"弯"	"7"	"0.44"	"72.9"	"0.7"	"0.84"	"--"	"0.20"	"3.0"	"黑"	"0.58"	"0.61"	"0.59"	"皮"	"22.70"	"0.65"	"Avena(燕麦属)"	"Joanette 1461"	"淡绿"	"纺锤"	"低抗"	"--"	"6.0"	"100.9"	"周散"	"0.63"	"1"
"48"	"0.24"	"Gramineae(禾本科)"	"--"	"Joanette"	"3.39"	"--"	"--"	"1.31"	"1.14"	"0.54"	"0.76"	"15.18"	"--"	"5.1"	"--"	"--"	"国外"	"95"	"00003175"	"--"	"41.41"	"中"	"0.6"	"平展"	"--"	"ZY000934"	"20.2"	"0.89"	"Avena sativa L.(普通燕麦)"	"5.97"	"0.28"	"0.35"	"中抗"	"14.82"	"黑褐"	"国外"	"1.19"	"I1F01042"	"25.50"	"DNK"	"0.5"	"--"	"0.76"	"弯"	"--"	"0.42"	"151.4"	"0.6"	"0.89"	"--"	"0.19"	"3.1"	"黑"	"0.60"	"0.66"	"0.64"	"皮"	"20.80"	"0.68"	"Avena(燕麦属)"	"Joanette"	"淡绿"	"纺锤"	"低抗"	"--"	"6.6"	"95.7"	"周散"	"0.67"	"1"
"49"	"0.66"	"Gramineae(禾本科)"	"--"	"Jubilee"	"2.86"	"--"	"--"	"1.11"	"0.92"	"0.47"	"0.66"	"14.23"	"--"	"1.2"	"--"	"--"	"国外"	"94"	"H0003176"	"--"	"44.72"	"直立"	"1.4"	"下披"	"--"	"ZY000935"	"21.1"	"0.82"	"Avena sativa L.(普通燕麦)"	"3.69"	"0.38"	"0.31"	"中抗"	"16.36"	"黑黄"	"国外"	"1.11"	"I1F01043"	"41.70"	"DNK"	"5.5"	"--"	"0.66"	"弯"	"7"	"0.35"	"40.3"	"1.7"	"0.85"	"--"	"0.24"	"3.1"	"红"	"0.59"	"0.74"	"0.59"	"皮"	"28.40"	"0.62"	"Avena(燕麦属)"	"Jubilee"	"绿"	"纺锤"	"中抗"	"--"	"7.9"	"110.1"	"周散"	"0.64"	"2"
"50"	"0.56"	"Gramineae(禾本科)"	"--"	"Klok Ⅱ SV"	"3.14"	"--"	"--"	"1.26"	"1.08"	"0.52"	"0.74"	"15.42"	"--"	"4.0"	"--"	"--"	"国外"	"96"	"H0003177"	"--"	"43.24"	"中"	"0.9"	"平展"	"--"	"ZY000936"	"19.7"	"0.88"	"Avena sativa L.(普通燕麦)"	"3.95"	"0.37"	"0.36"	"中抗"	"16.37"	"黑黄"	"国外"	"1.20"	"I1F01044"	"24.50"	"DNK"	"--"	"--"	"0.74"	"直"	"7"	"0.39"	"60.6"	"0.8"	"0.91"	"--"	"0.27"	"2.7"	"褐"	"0.63"	"0.75"	"0.63"	"皮"	"23.50"	"0.70"	"Avena(燕麦属)"	"Klok Ⅱ SV"	"绿"	"纺锤"	"中抗"	"--"	"6.7"	"97.7"	"周散"	"0.70"	"2"
"51"	"0.67"	"Gramineae(禾本科)"	"--"	"Klok Ckstra"	"2.61"	"--"	"29.32"	"1.09"	"0.93"	"0.48"	"0.66"	"13.77"	"30.89"	"1.3"	"--"	"--"	"国外"	"89"	"H0003178"	"--"	"--"	"中"	"1.4"	"上举"	"39.79"	"ZY000937"	"21.1"	"0.75"	"Avena sativa L.(普通燕麦)"	"3.51"	"0.35"	"0.31"	"高抗"	"14.00"	"黑黄"	"国外"	"1.05"	"I1F01045"	"40.90"	"DNK"	"9.5"	"56.30"	"0.67"	"弯"	"--"	"0.33"	"72.2"	"1.2"	"0.82"	"--"	"0.26"	"2.5"	"红"	"0.60"	"0.67"	"0.59"	"皮"	"26.50"	"0.63"	"Avena(燕麦属)"	"Klok Ckstra"	"淡绿"	"纺锤"	"中抗"	"--"	"7.3"	"103.0"	"周散"	"0.63"	"2"
"52"	"0.62"	"Gramineae(禾本科)"	"--"	"Lokolsort Ribe"	"2.50"	"--"	"--"	"0.94"	"0.83"	"0.41"	"0.57"	"12.53"	"--"	"4.4"	"--"	"--"	"国外"	"93"	"H0003179"	"--"	"41.09"	"中"	"--"	"下披"	"--"	"ZY000938"	"22.6"	"0.72"	"Avena sativa L.(普通燕麦)"	"5.76"	"0.36"	"0.27"	"中抗"	"15.24"	"--"	"国外"	"0.98"	"I1F01046"	"19.00"	"DNK"	"5.0"	"--"	"0.59"	"无"	"7"	"0.31"	"71.8"	"0.6"	"0.75"	"--"	"0.21"	"3.7"	"黑"	"0.54"	"0.61"	"0.50"	"皮"	"22.30"	"0.56"	"Avena(燕麦属)"	"Lokolsort Ribe"	"绿"	"纺锤"	"中抗"	"--"	"5.7"	"101.1"	"周散"	"0.57"	"2"
"53"	"0.62"	"Gramineae(禾本科)"	"--"	"Marsk 4"	"2.50"	"--"	"--"	"0.99"	"0.86"	"0.43"	"0.59"	"12.71"	"--"	"2.8"	"--"	"--"	"国外"	"90"	"H0003180"	"--"	"40.47"	"中"	"0.5"	"上举"	"--"	"ZY000939"	"20.9"	"0.70"	"Avena sativa L.(普通燕麦)"	"5.35"	"0.34"	"0.29"	"中抗"	"17.05"	"褐黄"	"国外"	"0.99"	"I1F01047"	"26.40"	"DNK"	"0.8"	"--"	"0.59"	"弯"	"7"	"0.31"	"33.8"	"0.8"	"0.77"	"--"	"0.21"	"2.1"	"黑"	"0.54"	"0.62"	"0.52"	"皮"	"26.10"	"0.56"	"Avena(燕麦属)"	"Marsk 4"	"淡绿"	"纺锤"	"中抗"	"--"	"7.0"	"105.2"	"周散"	"0.59"	"1"
"54"	"0.30"	"Gramineae(禾本科)"	"--"	"Mesdag"	"3.33"	"--"	"32.43"	"1.32"	"1.14"	"0.55"	"0.76"	"15.13"	"30.63"	"2.2"	"--"	"--"	"国外"	"86"	"H0003181"	"--"	"--"	"直立"	"1.9"	"下披"	"36.94"	"ZY000940"	"24.5"	"0.89"	"Avena sativa L.(普通燕麦)"	"4.23"	"0.30"	"0.35"	"高抗"	"15.40"	"黑黄"	"国外"	"1.19"	"I1F01048"	"35.00"	"DNK"	"0.4"	"54.67"	"0.76"	"弯"	"7"	"0.43"	"91.2"	"1.2"	"0.89"	"--"	"0.22"	"4.0"	"红"	"0.64"	"0.48"	"0.65"	"皮"	"22.60"	"0.71"	"Avena(燕麦属)"	"Mesdag"	"绿"	"纺锤"	"中抗"	"--"	"6.7"	"121.8"	"周散"	"0.65"	"2"
"55"	"0.64"	"Gramineae(禾本科)"	"--"	"Mesdag 1467"	"3.02"	"--"	"36.70"	"1.13"	"1.01"	"0.48"	"0.67"	"14.59"	"31.19"	"1.9"	"--"	"--"	"国外"	"86"	"H0003182"	"--"	"--"	"直立"	"1.9"	"下披"	"32.11"	"ZY000941"	"25.3"	"0.83"	"Avena sativa L.(普通燕麦)"	"4.22"	"0.35"	"0.33"	"中抗"	"14.78"	"黑黄"	"国外"	"1.12"	"I1F01049"	"35.80"	"DNK"	"--"	"50.73"	"0.68"	"弯"	"7"	"0.34"	"83.8"	"1.1"	"0.86"	"--"	"0.26"	"3.1"	"红"	"0.60"	"0.73"	"0.59"	"皮"	"25.10"	"0.65"	"Avena(燕麦属)"	"Mesdag 1467"	"绿"	"披针"	"中抗"	"--"	"7.2"	"115.9"	"周散"	"0.64"	"2"
"56"	"0.67"	"Gramineae(禾本科)"	"--"	"Montagne 1469"	"2.89"	"--"	"--"	"1.13"	"1.00"	"0.49"	"0.67"	"14.47"	"--"	"2.0"	"--"	"--"	"国外"	"87"	"H0003183"	"--"	"42.98"	"直立"	"0.9"	"下披"	"--"	"ZY000942"	"22.2"	"0.81"	"Avena sativa L.(普通燕麦)"	"3.92"	"0.33"	"0.33"	"中抗"	"13.63"	"黑黄"	"国外"	"1.11"	"I1F01050"	"32.00"	"DNK"	"11.5"	"--"	"0.68"	"弯"	"7"	"0.33"	"60.2"	"1.2"	"0.87"	"--"	"0.25"	"3.4"	"红"	"0.61"	"0.73"	"0.60"	"皮"	"23.20"	"0.65"	"Avena(燕麦属)"	"Montagne 1469"	"绿"	"纺锤"	"中抗"	"--"	"6.8"	"109.4"	"周散"	"0.65"	"2"
"57"	"0.63"	"Gramineae(禾本科)"	"--"	"Noirch detamPs"	"2.61"	"--"	"--"	"1.07"	"0.94"	"0.46"	"0.64"	"13.52"	"--"	"3.0"	"--"	"--"	"国外"	"92"	"H0003184"	"--"	"44.56"	"直立"	"1.9"	"上举"	"--"	"ZY000943"	"25.5"	"0.74"	"Avena sativa L.(普通燕麦)"	"3.98"	"0.38"	"0.31"	"高抗"	"14.70"	"黑黄"	"国外"	"1.04"	"I1F01051"	"31.50"	"DNK"	"1.6"	"--"	"0.66"	"弯"	"7"	"0.31"	"60.6"	"0.9"	"0.81"	"--"	"0.23"	"3.5"	"黄"	"0.56"	"0.64"	"0.57"	"皮"	"21.90"	"0.61"	"Avena(燕麦属)"	"Noirch detamPs"	"绿"	"纺锤"	"中抗"	"--"	"5.8"	"104.8"	"周散"	"0.62"	"3"
"58"	"0.66"	"Gramineae(禾本科)"	"--"	"Noire hybinvers"	"2.95"	"--"	"--"	"1.10"	"0.95"	"0.47"	"0.67"	"14.42"	"--"	"1.8"	"--"	"--"	"国外"	"95"	"H0003185"	"--"	"47.83"	"直立"	"2.8"	"上举"	"--"	"ZY000944"	"22.0"	"0.81"	"Avena sativa L.(普通燕麦)"	"4.14"	"0.39"	"0.31"	"高抗"	"14.74"	"黑褐"	"国外"	"1.11"	"I1F01052"	"43.90"	"DNK"	"6.3"	"--"	"0.68"	"弯"	"7"	"0.34"	"33.3"	"1.5"	"0.86"	"--"	"0.25"	"3.8"	"黑"	"0.60"	"0.74"	"0.58"	"皮"	"23.50"	"0.64"	"Avena(燕麦属)"	"Noire hybinvers"	"淡绿"	"纺锤"	"高抗"	"--"	"6.7"	"110.5"	"周紧"	"0.65"	"1"
"59"	"0.58"	"Gramineae(禾本科)"	"--"	"Noire treshative"	"2.49"	"--"	"--"	"0.96"	"0.85"	"0.42"	"0.58"	"12.56"	"--"	"2.2"	"--"	"--"	"国外"	"93"	"H0003186"	"--"	"42.18"	"中"	"0.9"	"平展"	"--"	"ZY000945"	"26.1"	"0.70"	"Avena sativa L.(普通燕麦)"	"6.23"	"0.35"	"0.28"	"中抗"	"13.64"	"黑黄"	"国外"	"0.97"	"I1F01053"	"47.10"	"DNK"	"0.6"	"--"	"0.59"	"弯"	"7"	"0.30"	"47.7"	"0.9"	"0.77"	"--"	"0.23"	"2.6"	"黑"	"0.53"	"0.62"	"0.52"	"皮"	"24.10"	"0.54"	"Avena(燕麦属)"	"Noire treshative"	"绿"	"纺锤"	"中抗"	"--"	"7.2"	"110.9"	"周散"	"0.58"	"1"
"60"	"0.62"	"Gramineae(禾本科)"	"--"	"NaPse kaura"	"2.72"	"--"	"--"	"1.08"	"0.96"	"0.48"	"0.66"	"13.74"	"--"	"1.5"	"--"	"--"	"国外"	"85"	"H0003187"	"--"	"48.08"	"中"	"1.4"	"上举"	"--"	"ZY000946"	"25.2"	"0.77"	"Avena sativa L.(普通燕麦)"	"4.34"	"0.39"	"0.32"	"高抗"	"13.90"	"黑黄"	"国外"	"1.05"	"I1F01054"	"51.20"	"DNK"	"--"	"--"	"0.66"	"弯"	"9"	"0.36"	"78.7"	"1.9"	"0.83"	"--"	"0.21"	"4.0"	"黑"	"0.57"	"0.61"	"0.56"	"皮"	"25.20"	"0.63"	"Avena(燕麦属)"	"NaPse kaura"	"绿"	"纺锤"	"中抗"	"--"	"6.5"	"123.3"	"周散"	"0.62"	"1"
