"id"	"主要危害部位"	"地理分布"	"为害症状"	"病害类型"	"中文名"	"病原中文名"	"病原拉丁学名"	"主要危害作物"	"别名"	"病原分类地位"	"病原形态特征"	"相关文献"	"防治方法"	"英文名"	"记录号"	"传播途径和发病条件"	"图片"
"77"	"根"	"内蒙、新疆等地"	"甜菜丛根病是世界范围分布的一种毁灭性病害，我国内蒙、新疆于1978、1981年先后发现，减产22％～44％。该病基本症状为根毛坏死，次生侧根、根毛异常增生或陆续坏死，大量次生侧根和根毛成团集结，块根、侧根剖面维管束有黄褐色条纹，且地上部症状多变。生产上可进一步分为坏死黄脉型、黄化型和黄色焦枯型及黑色焦枯型4种类型。坏死黄脉型在叶片上沿叶脉呈鲜黄色至橙黄色，后沿叶脉形成褐色坏死，根部具典型的丛根症状。黄化型  叶片变淡黄至黄绿色，严重时变成近白色，类似缺肥黄化，叶片变薄，叶片直立或狭长，根部有丛根症状。黄色焦枯型叶片主脉间出现大面积褐色坏死，叶片下垂，中午烈日下暂时萎蔫，早上可恢复，根部具严重的丛根症状。黑色焦枯型叶片叶脉间出现黑褐色焦枯，初期表现为零散的黑褐色大小不等的不规则枯斑，叶片通常直立向上，向内卷曲，根部根毛大量坏死，但丛根症状不很明显。"	"病毒"	"甜菜丛根病"	"甜菜黄脉坏死病毒"	"Beet necrotic yellow vein virus简写BNYVV"	"甜菜"			"Beet necrotic yellow vein virus简写BNYVV，称甜菜黄脉坏死病毒，属病毒。该病毒是引致甜菜丛根病坏死黄脉型、黄化型和黄色焦枯型的病原。病毒粒体杆状，直径18nm，其长度有90、110、260、400nm4种。甜菜丛根病黑色焦枯型则由TBRV称番茄黑环病毒的一个株系侵染引起。病毒粒体球状，直径30nm。由长针线虫传播。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选用培育抗病品种  目前可推广我国内蒙古选育的耐病品种内C9203和德国的5007、5075等抗病品种及我国培育的工农301、双斗305等耐病品种。(2)由BNYVV病毒引发的坏死黄脉型、黄化型和黄色焦枯型甜菜丛根病，甜菜多粘菌侵入甜菜根部前有一段时间游动孢子暴露在寄主体外，受外界条件影响很大，是防治该病的有利时机，提倡在纸筒育苗时用未经感染的pH6的土壤育苗。(3)及时清除农田杂草，尤其是藜科杂草。(4)轻病区实行4年以上的轮作，重病区坚持轮作10年以上。避免重茬。避开病地采种。适期早播，增施磷肥。(5)对黑色焦枯型丛根病则应从杀灭传播该病的长针线虫入手。意大利、法国、日本用氯化苦、溴甲烷消毒土壤也有效。"	"Suarbeet rhizomania"	"ed00628"	"坏死黄脉型、黄化型和黄色焦枯型甜菜丛根病是由Polymyxa betae Keskin称甜菜多粘菌传播的。在显微镜或电镜下已观察到寄主体外甜菜多粘菌游动孢子内有甜菜坏死黄脉病毒存在。甜菜多粘菌侵入到根部以后，在寄主细胞里先形成原始型原生质，然后形成单核变形体，细胞核经多次分裂后再形成多核原质体，原质体外具1层膜，成熟后形成游动孢子囊，其中每个细胞核形成1个游动孢子，成熟后通过溢出管释放至体外，完成上述过程需10天左右。释放出的游动孢子又可进行重复侵染。其侵染过程是当甜菜多粘菌游动孢子释放到水中后即开始游动，为球形或洋梨形，具2根不等长鞭毛，经一段时间游动后，先以长鞭毛与甜菜幼根表面接触，进而完全附着在根表面，鞭毛消失形成胞囊，在根表面静止数分钟至半小时后侵入寄主，游动孢子也可不经运动直接侵入，侵入后1～3天甜菜根细胞中即现小球形原始型原生质。至于黑色焦枯型病株，是由番茄黑环病毒侵染甜菜的一个株系引起的，病毒主要集中在根部为害。发生数量多于BNYVV病株，我国内蒙古、东北及新疆甜菜产区主要是黑色焦枯型丛根病。是由长针线虫传播的一种土传病害。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甜菜丛根病.jpg"
"78"	"叶"	"东北、内蒙、甘肃、宁夏、新疆、河北、山西、陕西等省"	"我国东北、内蒙、甘肃、宁夏、新疆、河北、山西、陕西等省均有发生，一般年份发病率50％～60％，块根减产20％～25％，含糖量下降2～4度，染病后种子减产30％。初发病时出现零星病株，后扩展连片，严重的一片金黄。病株先底层老叶叶尖或叶缘变为橙黄色，渐向叶中心处扩展，致叶脉间出现大小不一、形状不定的黄色斑块，后斑块扩展致全叶变黄，仅叶脉保持绿色。病叶片增厚，变脆易破裂，就全株来说仅心叶保持绿色，外层叶均变黄干枯。盛夏中午时健叶下垂，病叶直立。有的后期病叶受交链孢菌腐生，出现黑褐色霉状物，叶枯萎卷曲。"	"病毒"	"甜菜黄化病毒病"	"甜菜黄化病毒"	"Beet mild yellowing virus简称BMYV"	"除能侵染甜菜外，还可侵染菠菜、中亚滨藜、市藜、灰绿藜、水蓼、车前、篇蓄、藜等。常用鉴别寄主有番杏、菠菜、菊叶滨藜等。"			"Beet mild yellowing virus简称BMYV，称甜菜黄化病毒，属病毒。病毒粒体丝状，丝状体直径100nm，长1250nm。病毒体外存活期2～3天。52℃经10分钟致死。稀释限点10000倍。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选用工农2号、内蒙古3号、甜研3号、504等较抗病或耐病品种。(2)采种母根区与原料甜菜地距离1000m以上，且采种地安排在下风头。(3)及时清除杂草，减少蚜虫发生量和毒源。(4)在蚜虫迁入甜菜地之前的6月中旬～7月上旬喷洒40％氧化乐果乳油1000倍液或50％抗蚜威可湿性粉剂2000倍液、10％吡虫啉可湿性粉剂2000～3000倍液。(5)症状出现时，连续喷洒磷酸二氢钾或20％毒克星可湿性粉剂500倍液、0．5％抗毒丰菇类蛋白多糖水剂(原抗毒剂1号水剂)250～300倍液、20％病毒宁水溶性粉剂500倍液，隔7天1次，促叶片转绿、舒展，减轻为害。"	"Beet mild yellow"	"ed00629"	"母根是主要侵染来源。甜菜种子带毒率仅0．01％～0．5％，不是主要侵染源。远离采种区的原料甜菜的杂草，尤其是藜科杂草和冬季菠菜是重要侵染源。主要由桃蚜(myzus persicae)、豆蚜(Aphis fabae)传播。汁液摩擦也可传毒。该病发生流行与毒源、蚜虫数量及影响蚜虫活动的气候条件密切相关。内蒙古5月下旬有翅蚜开始活动，7月中下旬和9月中旬出现两次高峰。6月中旬田间出现中心病株，8月中旬大发生，9月10日后新病株不再出现。有翅桃蚜的发生是该病流行重要条件，蚜虫消长受温度、湿度、降雨量制约。气温25℃、相对湿度40％～60％利其迁飞和繁殖。7月上旬降雨量多能减少有翅蚜发生和迁飞，反之蚜虫迁飞高峰提前，迁飞量大，发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甜菜黄化病毒病.jpg"
"79"	"叶"		"向日葵花叶病是我国向日葵普遍发生的病毒病。北京郊区严重地块高达20％。在不同品种上症状差别较大，但多数为系统花叶或褪绿环斑或叶柄及茎上现褐色坏死条纹。重病株顶部枯死，花盘变形，顶部小叶扭曲，种子瘪缩。病株矮化明显，多为健株高度的一半。该病对向日葵生长发育和产量影响很大，发病早的导致绝收。"	"病毒"	"向日葵花叶病毒病"	"黄瓜花叶病毒的一个株系"	"Cucumber mosaic virus简称CMV"	"可系统侵染向日葵、万寿菊、矢车菊、金盏菊、烟草、番茄、辣椒、黄瓜、南瓜、西葫芦、油菜、玉米等。"			"Cucumber mosaic virus简称CMV，称黄瓜花叶病毒的1个株系，属病毒。病毒粒体球状，直径28～30nm，病毒汁液稀释限点1000～10000倍，钝化温度60～70℃10分钟，体外存活期3～4天，不耐干燥，在指示植物普通烟、心叶烟、蔓陀罗、黄瓜上呈系统花叶。此外有报道Sunflower mosaic virus，简称SuMV，称向日葵花叶病毒，Potato virus—y，简称PVY，称马铃薯Y病毒，Beet western yellows virus简称BWYV，称甜菜西部黄化病毒，均是该病病原。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选用抗病品种。(2)注意防治蚜虫。"		"ed00630"	"可经汁液和蚜虫传播，此病毒寄主范围十分广泛，可系统侵染向日葵、万寿菊、矢车菊、金盏菊、烟草、番茄、辣椒、黄瓜、南瓜、西葫芦、油菜、玉米等。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/向日葵花叶病毒病.jpg"
"80"	"全株"		"染病烟株顶叶停止生长，侧芽丛生，植株上部产生许多硬而小的细枝，新生叶小，主叶脉短硬而皱缩，叶色暗淡。感病的植株矮化严重，叶片小、皱缩，后期花萼、花瓣变绿呈小叶状，不能正常开花结实。发病晚的植株，仅上部叶片表现明显症状。"	"病毒"	"烟草丛枝病"	"烟草丛枝病类菌原体"	"Mycoplasma—like Organism，简称MLO"	"烟草"			"由烟草丛枝病类菌原体所致，属类菌原体，简称MLO。菌体质粒多形，单细胞，大小50～960nm，外包一层单位膜，细胞质内有核区，并有核糖体颗粒存在。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)适当调节播期、移栽期，使烟草幼嫩感病期避开叶蝉迁飞高峰期。(2)烟苗移植前铲除烟田及周围的杂草，烟田附近不宜种植马铃薯、番茄等茄科植物。(3)栽烟前和移栽后，喷洒杀虫剂，防治烟草及周围杂草上的叶蝉，控制其传毒。"	"tobacco witches broom"	"ed00631"	"丛枝病类菌原体据报道可侵染24科65种植物，能在多种野生寄主如田旋花等上越冬。除主要以大青叶蝉、烟草叶蝉等多种叶蝉传播外，还可通过嫁接、菟丝子等途径传播。叶蝉一旦获毒便终生传病，甚至可经卵传播。带毒叶蝉吸食烟草，将类菌原体传入植株叶脉韧皮部，病原在韧皮部繁殖，经筛管上管孔扩散。接种后由于温度、寄主及株系等原因经9天至一个月表现症状。凡越冬叶蝉虫量大，染病野生寄主多，有促使叶蝉迁移为害的气候环境，大面积种植感病品种且烟草植株处于感病阶段，则烟草丛枝病大发生。幼嫩植株较老化植株易感病。温度低于25℃，病害潜育期延长。冷凉条件发展慢，为害轻。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/烟草丛枝病.jpg"
"81"	"叶,维管束"	"我国山东、河南、安徽、辽宁、黑龙江、云南、贵州、福建、湖南、湖北、陕西、台湾均有分布"	"我国山东、河南、安徽、辽宁、黑龙江、云南、贵州、福建、湖南、湖北、陕西、台湾均有分布，整个生育期均可发生，以大田发生较多。染病叶上产生轮纹状或波浪状的坏死斑纹，大多褪绿变黄，维管束受害后影响水分、养分输送，造成叶片干枯，品质下降。茎或叶柄上可见褐色条斑或凹陷溃烂。"	"病毒"	"烟草环斑病毒病"	"烟草环斑病毒"	"Tobacco ring spot virus简称TRSV"	"烟草"			"Tobacco ring spot virus简称TRSV，称烟草环斑病毒，属病毒。病毒粒体圆球状，直径29nm。钝化温度60℃，稀释限点10000倍，室温下体外存活期4天，－18℃条件下侵染力可保持22个月。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)采用无病健株留种。(2)采用配方施肥技术，避免偏施、过施氮肥。(3)及时防治线虫和传毒昆虫。(4)加强田间管理，田间操作应先健株后病株，注意清除田间野生寄主，减少毒源。"	"Tobacco ring spot"	"ed00632"	"该毒源可在多年生茄科、葫芦科、豆科等寄主上越冬。在田间主要靠汁液摩擦接触传播，病毒多通过叶片和根部的伤口侵入，昆虫、线虫也可传播该病毒。烟田施氮过多易发病，土壤中线虫多或田间野生寄主多的发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/烟草环斑病毒病.jpg"
"82"	"叶"		"发病初期表现明脉，后在新叶上表现花叶，叶片变窄，伸直呈拉紧状，叶片茸毛稀少，失去光泽。有的病叶形成深浅绿相间花叶，呈疱斑；有的叶缘向上卷曲；有的叶片呈黄色斑驳；有的叶脉呈闪电状坏死，有的植株矮黄；有的病叶粗糙、发脆，叶基部伸长，两侧叶肉组织变窄变薄，叶尖细长，症状因品种、生育期不同表现有差异。"	"病毒"	"烟草黄瓜花叶病"	"黄瓜花叶病毒"	"Cucumber mosaic virus简称CMV"	"烟草"			"Cucumber mosaic virus称黄瓜花叶病毒，简称CMV，属病毒。病毒粒体为球状正二十面体，大小28～30nm。CMV大部分株系在65～70℃，10分钟失活，稀释限点100000倍，室温下体外存活期72～96小时。烟草上CMV株系有：典型症状系(D系)、轻症系(G系)、黄斑系(Y1和Y2系)、扭曲系(SD系)、坏死株系(TN系)。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选育抗耐病品种如基因工程烟草Nc89、G80和台湾的TT6、TT7等品种以及有一定耐病力的中烟14等。(2)根据当地气候条件，因地制宜调整移栽期，躲过蚜虫的迁飞高峰期。施足基肥，采用配方施肥技术，避免偏施过施氮肥。烟田尽可能远离茄科蔬菜田和瓜田。及时清除田间杂草和毒源植物。(3)实行烟、麦套种为中心的农防措施。根据蚜虫趋黄性，烟蚜先飞到小麦上吸食，脱去口器中病毒，从而减少传毒机会，并使烟草避过感病期，如在小麦上喷洒防蚜药剂，效果更好。河南成功模式是一行麦一垄烟或二行麦一垄烟。也可采用银灰膜避蚜。(4)积极治蚜防病在烟草苗床和大田及时喷药治蚜，减少CMV的传播和蔓延，防治方法参见烟蚜。(5)药剂防治参见烟草普通花叶病。"	"Tobacco cucumber mosaic"	"ed00633"	"CMV可通过蚜虫和摩擦传播，有60多种蚜虫可传播该病毒，烟田以烟蚜、棉蚜为主。CMV在烟株内增殖和转移很快，侵染后24℃条件下，6小时在叶肉细胞内出现，48小时可再侵染，4天后即可显症。CMV可侵染36科双子叶植物和4科单子叶植物约124种植物。不能在病残体上越冬，主要在越冬蔬菜、多年生树木及农田杂草上越冬。翌春通过有翅蚜迁飞传到烟株上。蚜虫以非持久性传毒方式传播该病毒，在病株上吸食2分钟即可获毒，在健株上吸食15～120秒就完成接毒过程。 烟株在现蕾前旺长阶段较感病，现蕾后抗病力增强。与黄瓜、番茄、甜椒等蔬菜相邻的烟田，蚜虫较多时发病重。大田蚜虫进入迁飞高峰后10天左右，开始出现发病高峰。冬季及早春气温低，降雪量大，越冬蚜虫数量少，早春活动晚，CMV轻。如翌春比较干旱，旺长前温度出现较大波动，有干热风，可导致CMV大流行。阴雨天较多，相对湿度大，蚜虫发生少，CMV较轻。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/烟草黄瓜花叶病.jpg"
"83"	"叶"		"由于病毒株系不同而表现出不同症状。主要有脉带花叶型、脉斑型和褪绿斑点型。脉带型在烟株上部叶片呈黄绿花叶斑驳，脉间色浅，叶脉两侧深绿，形成明显的脉带，严重时出现卷叶或灼斑，叶片成熟不正常，色泽不均，品质下降，烟株矮化。脉斑型  下部叶片发病，叶片黄褐，主侧脉从叶基开始呈灰黑或红褐色坏死，叶柄脆，摘下可见维管束变褐，茎秆上现红褐或黑色坏死条纹。褪绿斑点型  初期与脉带型相似，但上部叶片现褪绿斑点，后中下部叶产生褐色或白色小坏死斑，病斑不规则，严重时整叶斑点密集，形成穿孔或脱落。"	"病毒"	"烟草马铃薯Y病毒病"	"马铃薯Y病毒"	"Potato virus Y简称PVY"	"烟草"	"烟草脉带病、烟草脉斑病毒病"	"马铃薯Y病毒组"	"Potato virus Y称马铃薯Y病毒，简称PVY，属于马铃薯Y病毒组。病毒粒体呈线状，大小730～790×12(nm)。由于株系不同，适应性也不同，一般钝化温度为55～65℃10分钟，稀释限点10000～1000000倍，体外保毒期2～6天(室温)，个别株系可达17天，干燥烟叶4℃下可保毒16个月。马铃薯Y病毒有很多株系，我国鉴定在烟草上发生的PVY有4个株系：即普通株系(PVY—0)、茎坏死株系(PVY—NS)、坏死株系(PVY—N)和褪绿株系(PVY—Chl)。我国大多烟区为普通株系。马铃薯Y病毒在细胞质内产生风轮状内含体，而细胞核内没有内含体，别于蚀纹病毒。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"及时清除田间杂草，减少越冬菌源。注意烟田与马铃薯、茄科蔬菜田的布局。最好中间种植向日葵、玉米、高粱等高秆作物，阻止蚜虫迁飞，减少传毒机会。其它防治方法参见烟草黄瓜花叶病毒病。"	"Tobacco potato virus Y disease"	"ed00634"	"马铃薯Y病毒可通过蚜虫、汁液磨擦、嫁接等方式传播。自然条件下仍以蚜虫传毒为主。介体蚜虫主要有棉蚜、烟蚜、马铃薯长管蚜等，以非持久性方式传毒。该病毒可侵染34属163种以上植物，其中茄科、藜科和豆科植物严重。PVY主要在农田杂草、马铃薯种薯和其它茄科植物上越冬。亚热带地区可在多年生植物上连续侵染，通过蚜虫迁飞向烟田转移，大田汁液摩擦传毒也很重要。染病植株在25℃时体内病毒浓度最高，温度达30℃时浓度最低，出现隐症现象。幼嫩烟株较老株发病重。蚜虫为害重的烟田发病重。天气干旱易发病。该病多与CMV混合发生。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/烟草马铃薯Y病毒病.jpg"
"84"	"叶"		"烟草植株染病后，幼嫩叶片侧脉及支脉组织呈半透明状，即明脉。叶脉两侧叶肉组织渐呈淡绿色。病毒在叶片组织内大量增殖，使部分叶肉细胞增大或增多，出现叶片薄厚不匀，颜色黄绿相间，呈花叶状。后花叶斑驳程度加大，并现大面积深褐色坏死斑，中下部老叶尤甚，发病重的叶片皱缩、畸形、扭曲。早期发病的植株节间缩短，严重矮化，生长缓慢，不能正常开花结实。并易脱落。能发育的蒴果小而皱缩，种子量少且小，多不能发芽。"	"病毒"	"烟草普通花叶病"	"烟草普通花叶病毒"	"Tobacco mosaic virus简称TMV"	"烟草"	"俗称聋烟、疯烟、青花、油头"		"Tobacco mosaic virus称烟草普通花叶病毒，简称TMV，属病毒。病毒粒体杆状，大小300×18(nm)。钝化温度90～93℃经10分钟，稀释限点1000000倍，体外保毒期72～96小时。在无菌条件下致病力达数年，在干燥病组织内存活30年以上。该病毒有不同株系，我国主要有普通株系、番茄株系、黄斑株系和珠斑等4个株系，因致病力差异及与其他病毒的复合侵染而造成症状的多样性。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选生长势强，发育速度快，适应当地条件的耐病品种如辽44、6315、广黄54、176、Nc89、GS0、8611等，注意高抗品种的选育。(2)加强苗期管理，苗床应选用2年以上未种烟草及茄科植物、远离菜田的地块。禁施受TMV污染的粪肥。选用从无病田无病株上采收的种子，或用0．1％硝酸银或0．1％～0．2％硫酸锌、0．1％磷酸三钠液浸种10分钟，去除种子表面病毒，浸种后要反复冲冼。间苗、定苗前要用肥皂将手洗干净，操作时先管理好苗，发现病株及时拔除。(3)实行轮作，不与茄科植物间、套作，宜与禾本科作物轮作2～3年。(4)加强田间管理，严禁将已发病的烟苗移入大田。应先健株后病株顺序管理，操作过程中不宜吸烟，不宜在烟田反复走动、触摸。充分施足氮、磷、钾肥，及时喷施多种微量元素肥料，提高植株抗病能力。移栽后适当炼苗，团棵末期浇临界水，促进植株生长。出现花叶病，要及时追施速效肥、培土浇水、促进开秸开片，减轻病害。(5)发病初期用1．5％植病灵乳剂1000倍液或10％病毒王可湿性粉剂600倍液(齐齐哈尔市四友化工实业有限公司)、60％花叶宁可湿性粉剂300～500倍液喷施，能起到预防和缓解病毒为害的作用。有报道，用0．1％的褐藻酸钠喷雾也有一定效果。此外，还可选用2％宁南霉素水剂，用有效成分90～1209／ha，采收前14天停止用药。"	"Tobacco mosaic"	"ed00635"	"TMV能在多种植物上越冬。初侵染源为带病残体和其它寄主植物，另外未充分腐熟的带毒肥料也可引致初侵染。主要通过汁液传播。病健叶轻微摩擦造成微伤口，病毒即可侵入，不从大伤口和自然孔口侵入。侵入后在薄壁细胞内繁殖，后进入维管束组织传染整株。在22～28℃条件下，染病植株7～14天后开始显症。田间通过病苗与健苗摩擦或农事操作进行再侵染。另外烟田中的蝗虫、烟青虫等咀嚼式口器的昆虫也可传播TMV病毒。TMV发生的适宜温度为25～27℃，高于38～40℃侵入受抑制，高于27℃或低于10℃病症消失。 烟草普通花叶病主要发生在苗床期至大田现蕾期。温度和光照很大程度上影响病情扩散和流行速度，高温和强光可缩短潜育期。连作或与茄科作物套种使毒源增多，发病率和发病程度明显增加。不卫生栽培是造成流行的重要原因，在病、健株间往来触摸，施用未腐熟有机肥，培带有病毒的土壤都可加重病毒传染。土壤板结，气候干旱，田间线虫为害较重的地块发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/烟草普通花叶病.jpg"
"85"	"叶"		"发病初，顶部嫩叶微卷，后卷曲加重，叶背增厚，叶色深绿，叶缘反卷，叶脉黑绿，叶硬而脆，叶脉生耳状突起。重病者叶柄、主脉、茎秆扭曲畸形。烟株发病早，常矮化严重、枝叶丛生。"	"病毒"	"烟草曲叶病毒病"	"烟草曲叶病毒"	"Tobacco leaf curl virus简称TLCV"	"烟草、番茄、曼陀罗、忍冬等"	"卷叶病、矮骨"		"Tobacco leaf curl virus称烟草曲叶病毒，简称TLCV，属病毒。病毒粒体为双联病毒，由二个小球状病毒粒体以成对形式出现。单个粒体直径15～18nm。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选种抗病虫品种烟株茸毛多的品种，因不利于粉虱取食，粉虱传毒率下降而表现发病轻。(2)选用无病壮苗，剔除病苗。铲除烟田周围毒源植物。烟叶收获后，及时清除烟杈和自生烟。合理布局，不与茄科植物间混套作。(3)治虫防病在烟草苗床上防治粉虱，选用40％乐果乳油1000倍液或2．5％敌杀死乳油4000倍液。特别在移栽前要进行一次彻底防治，防止将苗床粉虱带入本田。"	"Tobacco leaf curl"	"ed00636"	"TLCV寄主广泛，主要有烟草、番茄、曼陀罗、忍冬等。该病毒通过烟粉虱传播，汁液摩擦和菟丝子不能传毒。但嫁接可传毒，留在田间的染病枝杈和自生烟、番茄等带毒植物，经粉虱吸食后，迁飞到烟田传毒。粉虱传毒方式为非持久性传毒。吸食24～48小时就能带毒，带毒粉虱在烟株上吸食2～10分钟即可完成接毒过程，接毒后显症时间与温度有直接关系。30℃左右显症最快。烟草曲叶病的发生和流行与粉虱活动关系密切，高温干旱，粉虱活动猖獗，曲叶病重。雨季则发病轻。烟叶收获后留有烟秆的地块次年发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/烟草曲叶病毒病.jpg"
"86"	"茎,叶"	"我国山东、河南、安徽、云南、贵州、湖南、湖北、陕西、东北均有发生"	"我国山东、河南、安徽、云南、贵州、湖南、湖北、陕西、东北均有发生，主要发生在成株期，茎叶均可染病。发病初期叶片上产生小斑点，后形成白色条纹或多角形病斑，常沿脉扩展，后期病斑布满整个叶片，致叶枯焦脱落或残留叶脉而形成枯焦条纹状，支脉变黑而卷曲，整个叶片毁坏。烟株染上此病毒后，经1周即可传到生长点，并在其上产生条状的枯死斑。茎上也可产生干枯条斑。"	"病毒"	"烟草蚀纹病毒病"	"烟草蚀纹病毒"	"Tobacco etch virus简称TEV"	"除侵染烟草外，还可侵害曼陀罗、朝颜等，不为害番茄、茄子、辣椒、马铃薯等。"		"马铃薯Y病毒组"	"Tobacco etch virus简称TEV，称烟草蚀纹病毒，属马铃薯Y病毒组。病毒粒体线状，含单链RNA，大小730×12～13(nm)。在烟草汁液中钝化温度为55℃，稀释限点10000倍，20℃条件下，体外存活期5～10天。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)及时防治传毒蚜虫，减少传毒机会，调整烟田移栽期，烟田四周种植玉米、向日葵等，阻挡蚜虫向烟田迁飞。(2)生长前期发现病株及时拔除，防止扩展蔓延。铲除田间野生寄主,减少毒源。"	"Tobacco etch"	"ed00637"	"田间杂草和越冬蔬菜为主要初侵染源。经汁液摩擦及蚜虫传毒，主要靠烟蚜、桃蚜传毒。蚜虫发生数量大发病重。气温25℃，利于病毒增长，TEV浓度升高发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/烟草蚀纹病毒病.jpg"
