"id"	"机构编号"	"规范名称"	"英文名称"	"其他名称"	"成立年份"	"机构类型"	"所在地区"	"上级单位"	"机构简介"	"英文简介"	"研究领域"	"学科分类"	"人才队伍"	"机构设置"	"科技平台"	"主要成果"	"主办期刊"	"通讯地址"	"邮政编码"	"联系电话"	"电子邮箱"	"传真"	"网址"
"62"	"59"	"四川省农业科学院遥感应用研究所"	"(Agricultural Information and Rural Economy Institute of Sichuan Academy of Agricultural Sciences"	"四川省农科院遥感所；农业部遥感应用中心成都分中心;;四川省农科院遥感应用研究所"	"1984"	"科研机构"	"四川省成都市锦江区"	"四川省农业科学院"	"四川省农"	"无"	"主要任务是开展西南地区土地资源调查、农作物产量预测预报、遥感动态监测、水土流失监测等方面的应用研究以及农业遥感应用技术培训等。利用地理信息系统（GIS）、遥感（RS）、全球定位系统（GPS）等高新技术开展应用研究，为政府和有关部门提供决策信息、依据，为农业生产和农民增收提供信息及技术服务。"	"S127 遥感技术在农业上的应用"	"单位现有"	"遥感所按"	"无"	"承担完成"	"无"	"成都市锦江区静居寺路20号"	"610066"	"028-84504160"	"IRSAYG@mail.sc.cninfo.net"	"028-84791844"	" "
"63"	"35"	"房山区农业科学研究所"	" "	" "	"1976年"	"科研机构"	"北京市房山区"	"房山区种植业服务中心"	"房山区农"	" "	"农业"	"S"	"现有正式"	" "	" "	" "	" "	"北京市房山区良乡镇官道村"	"102488"	" "	" "	" "	" "
"64"	"20"	"山东农业大学"	"Shandong Agricultural University (SDAU)"	" "	"1958年"	"高等院校"	"山东省泰安市"	"教育部"	"山东农业"	"Shan"	"生命科学为特色，融农、理、工、管、经、文、法、艺术学等于一体的多科性大学"	" "	"现有教职"	"学校设有"	"学校拥有"	"　改革开"	" "	"山东省泰安市岱宗大街61号"	"271018"	"(0538)8242291"	"webmaster@sdau.edu.cn"	" "	" "
"65"	"193"	"北京林业大学工学院"	"The School of Technology of Beijing Forestry University"	" "	"1958年"	"高等院校"	"北京市海淀区"	"北京林业大学"	"北京林业"	" "	"林业工程"	"S77"	"现有教职"	"学院设有"	" "	"近10年"	" "	"北京市海淀区清华东路35号"	"100083"	"010-62338142"	" "	" "	" "
"66"	"15"	"中国科学院地理科学与资源研究所"	"Institute of Geographic Sciences and Natural Resources Research (IGSNRR)"	" "	" "	" "	" "	" "	"中国科学"	"The "	"陆地表层过程与生态系统、区域可持续发展、资源环境安全及地理信息系统核心科学与技术研究中起引领作用的综合研究机构，"	" "	"截至20"	"地理资源"	"地理资源"	"　　20"	"中国地理"	"北京市朝阳区大屯路甲11号"	"100101"	"(010)64889494"	"weboffice@igsnrr.ac.cn"	" "	" "
"67"	"104"	"农业部农业机械试验鉴定总站"	" "	"中国农机产品质量认证中心"	"1951年"	"科研机构"	"北京市朝阳区"	"农业部"	"农业部农"	" "	"农业机械"	"S22"	"现有编制"	"总站下设"	" "	" "	" "	"北京市朝阳区东三环南路96号"	"100122"	"010-59199137"	"office@camtc.net"	"010-67343731"	" "
"68"	"132"	"中国农业大学动物医学院"	" "	" "	"1905年"	"高等院校"	"北京市海淀区"	"中国农业大学"	"中国农业"	" "	"动物医学"	"S85"	"现有教职"	"动物医学"	"设有国家"	"1990"	"编辑出版"	"北京市海淀区圆明园西路2号"	"100193"	"010-62732824"	"vetoffice@cau.edu.cn"	" "	" "
"69"	"161"	"机械工业植保机械工程技术研究中心"	" "	" "	"2010年"	"科研机构"	"北京市朝阳区"	"中国机械工业联合会"	"机械工业"	" "	"植物保护机械"	"S49"	" "	"中心设有"	" "	" "	" "	"北京市朝阳区德胜门外北沙滩一号"	"100083"	" "	" "	" "	" "
"70"	"30"	"资中县农业局"	"Zizhong Agricultural Bureau"	"资中农业局"	"2010"	"行政机关"	"四川省内江市资中县"	"资中县人民政府"	"根据《中"	"无"	"依法实施农作物种子、种苗、农药、肥料、农用膜、食用菌种、蚕种的许可及监督管理。制定全县农业科研、农技推广的规划、计划和政策并组织实施；会同有关部门组织县级农业科技创新体系、农业产业技术体系建设；组织引进农业先进技术，组织实施农业领域的高新技术和应用技术研究、农业科技成果转化和技术推广；负责农业科技成果监督管理；负责农技推广体系改革与建设；负责农业植物新品种保护、农业转基因生物的安全监督管理。"	"S3农学(农艺学)
S035农业推广学"	"农业局机"	"资中县农"	"建有塔罗"	"2009"	"无"	"四川省内江市资中县城南花园街176号"	"641200"	"0832-5602660
0832-5609108"	"无"	"0832-5609108"	" "
"71"	"39"	"顺义区经管站"	" "	" "	" "	"其他"	"北京市顺义区"	"顺义区人民政府"	"顺义区经"	" "	"农村经济;;经济管理"	"F32"	" "	"办公室、"	" "	" "	" "	"北京市顺义区仓上街2号五里仓AMB大厦A座5层"	"101300"	"010-89442503"	" "	"010-89443422"	" "
"72"	"32"	"山西省水产科学研究所"	"Fishery Sciences Research Institute of Shanxi Province"	" "	"1986"	"科研机构"	"山西省太原市"	"山西省"	"山西省水"	" "	"水产、水产养殖、水产保护、渔业生态。"	"S9"	"全所在职"	"设有2个"	" "	"研究所成"	" "	"山西省太原市小店区平阳路172号"	"030006"	"0351-7222131"	" "	" "	" "
"73"	"48"	"甘肃省水产研究所"	"Gansu Academy of Fishery Sciences"	" "	"1976"	"科研机构"	"甘肃省兰州市"	"甘肃省农牧厅"	"甘肃省水"	" "	"水产、淡水鱼、动物疫病防控、水产养殖。"	"S9"	"核定事业"	"设有4个"	" "	" "	" "	"甘肃省兰州市中山路113号"	"730030"	"0931-8483740"	" qinyilz@qq.com    zhr2003@qq.com
"	"0931-8483740"	" "
"74"	"90"	"农业部规划设计研究院农副产品加工研究所"	" "	"农业部规划设计研究院农产品加工工程研究所"	" "	"科研机构"	"北京市朝阳区"	"农业部规划设计研究院"	"农产品加"	" "	"农产品产地加工、产后精深加工以及农产品加工技术咨询和政策研究等领域。"	"S37;;TS23"	"目前，该"	"该所下设"	"为更好地"	"加工所历"	" "	"北京市朝阳区麦子店街41号"	"100125"	"010-65910066"	" "	"010-65005388"	" "
"75"	"11"	"浙江省农业科学院"	"Zhejiang Academy of Agricultural Sciences"	"ZAAS"	"1911"	"科研机构"	"浙江省杭州市"	"浙江省政府"	"浙江省农"	"Esta"	"研究领域涵盖了除水产、茶叶外大农业各个领域"	" "	"在职职工"	"设有畜牧"	"建有省部"	"“十五”"	"出版发行"	"杭州市德胜中路298号"	"310021"	"(0571) 86404011"	" "	" "	" "
"76"	"22"	"中国农业科学院茶叶研究所"	"Tea Research Institute of CAAS (TRI, CAAS) "	" "	"1958"	"科研机构"	"浙江省杭州市"	"中国农业科学院"	"中国农业"	"Tea "	"园艺、茶树、茶叶、植物种质资源、植物遗传育种、植物生理生态与栽培、植物保护、生物防治、农产品加工、食品科学、农产品质量安全、农业标准、质量检测。"	" "	"现有在职"	"下设9个"	"1个国家"	" "	" "	"浙江省杭州市梅灵南路9号"	"310008"	"0571-86650444"	" "	" "	" "
"77"	"9"	"新疆农垦科学院农机所"	" "	" "	"1959"	"科研机构"	"新疆"	"新疆农垦科学院"	"新疆农垦"	" "	"农业机械"	" "	"现有在职"	" "	"拥有共建"	"新疆农垦"	"机务工作"	"新疆石河子市乌伊路221号"	"832000"	"0993-6683664"	" "	" "	" "
"78"	"176"	"中国水利学会"	"Chinese Hydraulic Engineering Society"	"中国水利工程学会;;缩写CHES"	"1931年"	"学协会组织"	"北京市西城区"	"中国科学技术协会、水利部"	"中国水利"	" "	"农田水利"	"S27"	"学会现有"	"中国水利"	" "	" "	"编辑出版"	"北京市西城区白广路二条2号"	"100053"	"010-63204555"	"ches@ches.org.cn"	"010-63202154"	" "
"79"	"12"	"中国农业科学院农业信息研究所"	"Agricultural Information Institute of CAAS"	"中国农科院信息所;;AII-CAAS"	"1957"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	" "	"农业信息技术、农业信息管理、农业信息分析、农业信息系统、农业监测预警、智能农业技术、精准农业、农业信息资源建设、农业经济、农产品供求与市场、食物安全"	" "	"现有在职"	"下设9个"	"1个农业"	"中国农业"	"研究所编"	"北京市海淀区中关村南大街12号"	"100081"	"010-82109915"	"aii@caas.cn"	" "	" "
"80"	"36"	"四川省林业科学研究院"	"无"	"四川省林科院，省林科院"	"1958"	"科研机构"	"四川省成都市金牛区"	"四川省林业厅"	"四川省林"	"无"	"主要从事森林生态、林木育种、造林经营、经济林选育、森林保护、植被恢复、园林绿化、城市森林、社会林业、木材加工、林产化工、生物能源、药用植物开发等研究工作，林业及风景园林工程项目的规划、设计、咨询、施工、新品种推广、新产品开发、成果转化等技术开发服务工作。同时承担全省天然林资源保护工程和退耕还林工程监理工作。"	"S7林业"	"四川省林"	"四川省林"	"四川省林"	"四川省林"	"四川省林"	"四川省成都市星辉西路18号"	"610081"	"028－83226603"	"admin@zsdw.scly.gov.cn"	"028－83222080"	" "
"81"	"19"	"中国农业科学院麻类研究所"	"Institute of bast fiber crops chinese academy of agricultural sciences "	" "	"1958"	"科研机构"	"湖南省长沙市"	"中国农业科学院"	"中国农业"	" "	"农学、麻类作物、植物种质资源、植物遗传育种、植物生理生态与栽培、应用微生物、农产品加工、麻类制品、植物保护、农业机械、质量检测。"	" "	"现有在职"	"下设10"	"1个国家"	" "	" "	"湖南省长沙市咸嘉湖西路348号"	"410205"	"0731-88998521"	"webmaster@chinaibfc.com
"	" "	" "
"82"	"12"	"北京市农林科学院北京杂交小麦工程技术研究中心"	" "	"北京市农林科学院杂交小麦工程技术研究中心"	"2003年"	"科研机构"	"北京市海淀区"	"北京市农林科学院"	"北京杂交"	" "	"小麦杂种优势利用;;高产优质小麦新品种选育;;小麦花药培养育种;;小麦转基因育种;;小麦DNA指纹库利用;;小麦栽培理论技术"	"S51;;S3"	"中心总人"	"中心机构"	"中心具有"	"“十五”"	" "	"北京市海淀区曙光花园中路9号"	"100097"	"010-51503104"	" "	"010-50503757"	" "
"83"	"5"	"北京市农林科学院植物保护环境保护研究所"	" "	" "	"1984年"	"科研机构"	"北京市海淀区"	"北京市农林科学院"	"植物保护"	" "	"有益生物资源研究与利用;;安全植保投入品的研发;;重大果蔬病虫草害成灾规律与控制技术;;农药与农田环境保护技术;;食用菌新品种的筛选与栽培技术;;食用菌保健功能的开发与精深加工"	"S4;;S646"	"截至20"	"植物保护"	"拥有专业"	"全所承担"	" "	"北京市海淀区曙光花园中路9号"	"100097"	"010-51503330"	"ipep_baafs@163.com"	"010-51503899"	" "
"84"	"116"	"中国粮食行业协会"	"CHINA NATIONAL ASSOCIATION OF GRAIN SECTOR"	"缩写为CAGS"	"1996年"	"学协会组织"	"北京市西城区"	"国家粮食局"	"中国粮食"	" "	"粮油生产、流通、加工、储藏、科技开发等"	"S;;TS2"	" "	"协会常设"	" "	" "	" "	"北京市西城区复兴门内大街45号"	"100801"	"010-66033580"	" "	"010-66095167"	" "
"85"	"20"	"北京食用菌协会"	"Beijing Association for Mushroom Science"	"英文缩写BAMS"	"1982年"	"学协会组织"	"北京市海淀区"	"挂靠在北京市农林科学院植保环保所"	"北京食用"	" "	"食用菌"	"S646"	"北京食用"	" "	" "	" "	"编辑、出"	"北京市海淀区曙光花园中路9号北京市农林科学院植保环保研究所"	"100097"	"010-51503432，51503437"	" "	"010-51503899"	" "
"86"	"103"	"农业部农业机械化技术开发推广总站"	" "	"农业部农机监理总站"	"1982年"	"科研机构"	"北京市丰台区"	"农业部"	"农业部农"	" "	"农业机械化"	"S23"	" "	"总站下设"	" "	"目前，中"	"主办《农"	"北京市丰台区成寿寺南方庄甲60号"	"100078"	"010-59198606"	"bgs@came.net.cn"	" "	" "
"87"	"23"	"武汉大学"	"Wuhan University"	" "	"1893年"	"高等院校"	"湖北省武汉市武昌区"	"教育部"	"江城多山"	"Wuha"	"汉大学学科门类齐全、综合性强、特色明显，涵盖了哲、经、法、教育、文、史、理、工、农、医、管理、艺术等12个学科门类。学校设有人文科学、社会科学、理学、工学、信息科学和医学六大学部37个学院（系）。有124个本科专业。5个一级学科被认定为国家重点学科，共覆盖了29个二级学科，另有17个二级学科被认定为国家重点学科。6个学科为国家重点（培育）学科。43个一级学科具有博士学位授予权。58个一级学科具有硕士学位授予权。有38个博士后流动站。设有三所三级甲等附属医院。"	" "	"武汉大学"	" "	"武汉大学"	"2000"	" "	"湖北省武汉市武昌区八一路299号"	"430072"	"027-68754231"	" "	" "	" "
"88"	"64"	"北京市农业技术推广站"	" "	" "	"1983年"	"科研机构"	"北京市朝阳区"	"北京市农业局"	"北京市农"	" "	"承担北京郊区种植业的新技术试验研究、示范推广及相关农业科技的咨询培训等服务工作。"	"S03"	"人员编制"	"全站设有"	"拥有占地"	"自198"	" "	"北京市朝阳区惠新里高原街４号"	"100029"	"010-84638460"	" "	" "	" "
"89"	"42"	"中国农业科学院研究生院"	"Graduate School of Chinese Academy of Agricultural Sciences"	" "	"1979"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	" "	"中国农科院研究生教育学科专业围绕农科院八大学科集群建设，优化研究生教育学科体系，现有学科涉及农学、理学、工学、管理学4大门类，涵盖了17个一级学科，其中有作物学、园艺学、农业资源与环境、植物保护、畜牧学、兽医学、草学、生态学、农林经济管理和生物学10个博士学位一级学科学位授权点、53个二级学科博士学位授权点；12个硕士学位一级学科学位授权点，65个二级学科硕士学位授权点；另外还有2个专业学位授权资格。"	" "	" "	"包括办公"	" "	"中国农业"	" "	"北京市海淀区中关村南大街12号中国农业科学院"	"100081"	"010-82109689"	" "	" "	" "
"90"	"1"	"四川农业大学"	"Sichuan Agricultural University(SICAU)"	"川农大"	"1906"	"高校"	"四川省雅安校本部、成都校区和都江堰校区"	"教育部"	"四川农业"	"Sich"	"四川农业大学是一所以生物科技为特色，农业科技为优势，农、理、工、经、管、医、文、教、法、艺多学科协调发展的国家“211工程”重点建设大学，也是教育部本科教学工作水平评估优秀高校。学校源自1906年创办的四川通省农业学堂，1927年和1935年两次并入四川大学，1956年由四川大学农学院整体迁往原西康省（1955年撤销）省会雅安成立四川农学院，1978年恢复招收研究生，1985年更名为四川农业大学，1998年批准成为国家“211工程”重点建设大学。学校现有3个校区，即雅安校本部、成都校区和都江堰校区，占地总面积约4500亩，师生员工近4万人"	"S3农学(农艺学)、S85动物医学、动物营养学、S963 水产动物饵料及其营养、S6园艺"	"现有博士"	"学校现有"	"雅安校区"	"学校教学"	"四川农业"	"雅安校本部雅安市雨城区新康路46号成都校区成都市温江区惠民路211号都江堰校区成都市都江堰市建设路288号"	"雅安校本部6"	"雅安本部0835-2882232成都校区028-86290111都江堰校区028-87133509"	"无"	"雅安本部0835-2883153成都校区028-82652669都江堰校区028-87133366"	" "
"91"	"48"	"北京市丰台区动物疫病预防控制中心"	" "	" "	" "	"科研机构"	"北京市丰台区"	"丰台区农委"	"承担丰台"	" "	"兽医卫生及防疫"	"S851"	" "	" "	" "	" "	" "	"北京市丰台区程庄子69号"	"100166"	"010-83655979-2"	" "	" "	" "
"92"	"27"	"东北农业大学"	"Northeast Agricultural University"	"东农"	"1948年"	"高等院校"	"黑龙江哈尔滨"	"黑龙江省人民政府与农业部省部"	"东北农业"	" "	"以农科为优势，以生命科学和食品科学为特色，农、工、理、经、管等多学科协调发展"	" "	"学校现有"	"学校设有"	" "	"学校现有"	"《东北农"	"黑龙江省哈尔滨市香坊区木材街59号"	"150030"	"86-451-55190114"	"neauxcb@126.com"	" "	" "
"93"	"109"	"农业部优质农产品开发服务中心"	" "	" "	" "	"科研机构"	"北京市朝阳区"	"农业部"	"农业部优"	" "	"优质农产品开发、认证"	"F323"	" "	"中心下设"	" "	" "	" "	"北京市朝阳区朝外大街223号"	"100020"	"010-65521802"	" "	"010-65520119"	" "
"94"	"37"	"中国农业科学院水牛研究所 "	"Buffalo research Institute Chinese Academy of agriculturalsciences and Guangxi Zhuang Nationality Autonomous Region"	" "	"1958"	"科研机构"	"广西壮族自治区"	"中国农业科学院"	"中国农业"	" "	"畜牧、动物医学、动物遗传育种、动物繁殖、动物营养与饲料、动物疫病防控、农产品加工、奶制品、牛。"	" "	"现有在职"	"下设9个"	"1个国家"	" "	" "	"广西南宁邕武路24-1号"	"530001"	"0771-3338817 "	" "	" "	" "
