"id"	"内质评价"	"可溶性糖％"	"品种名称"	"果穗重G"	"特异及用途"	"省"	"学名"	"种类"	"果实成熟期"	"成熟期评价"	"风味"	"原产地"	"外观评价"	"汁液"	"果粒重G"	"色泽"	"果粒重评价"	"属名"	"可溶固形物"	"肉质"	"PH值"	"果穗重评价"	"统一编号"	"译名"	"果形"	"科名"	"可滴定酸％"
"268"	"中"	"12.75"	"佳利酿151"	"59.2"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.13"	"中"	"酸"	"法国"	"中"	"多"	"1.42"	"紫黑"	"小"	"Vitis(葡萄属)"	"16.5"	"软"	"--"	"极小"	"ZZ"	"JIA LI NIANG 151"	"近圆"	"Vitaceae(葡萄科)"	"1.29"
"269"	"中"	"4.88"	"金玫瑰"	"435.8"	"鲜食,丰产,易落粒"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.04"	"中"	"甜酸"	"美国"	"好"	"多"	"4.14"	"绿黄"	"中"	"Vitis(葡萄属)"	"13.0"	"软"	"--"	"中"	"ZZ"	"JIN MEI GUI"	"短椭"	"Vitaceae(葡萄科)"	"0.58"
"270"	"中上"	"12.30"	"井川666"	"359.2"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.07"	"中"	"酸甜"	"日本"	"好"	"多"	"6.32"	"粉红"	"较大"	"Vitis(葡萄属)"	"13.5"	"软"	"--"	"中"	"ZZ"	"JING CHUAN 666"	"倒卵"	"Vitaceae(葡萄科)"	"0.73"
"271"	"中上"	"11.70"	"井川1015"	"463.6"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.08"	"中"	"酸甜"	"日本"	"好"	"多"	"7.06"	"粉红"	"大"	"Vitis(葡萄属)"	"13.0"	"软"	"--"	"较大"	"ZZ"	"JING CHUAN 1015"	"倒卵"	"Vitaceae(葡萄科)"	"0.87"
"272"	"中"	"10.96"	"巨摩光"	"238.7"	"酿酒"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.09"	"中"	"甜酸"	"日本"	"中"	"多"	"2.24"	"绿"	"小"	"Vitis(葡萄属)"	"13.0"	"软"	"--"	"较小"	"ZZ"	"JU MO GUANG"	"圆"	"Vitaceae(葡萄科)"	"1.23"
"273"	"中"	"13.07"	"卡三多利"	"205.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.07"	"中"	"甜酸"	"日本"	"好"	"多"	"1.64"	"黑紫"	"小"	"Vitis(葡萄属)"	"14.5"	"软"	"--"	"小"	"ZZ"	"KA SAN DUO LI"	"近圆"	"Vitaceae(葡萄科)"	"1.51"
"274"	"中"	"15.25"	"卡托巴"	"107.9"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"美洲种"	"8.04"	"中"	"甜酸"	"美国"	"好"	"中"	"3.02"	"玫瑰"	"中"	"Vitis(葡萄属)"	"17.9"	"软"	"--"	"小"	"ZZ"	"KA TUO BA"	"近圆"	"Vitaceae(葡萄科)"	"0.93"
"275"	"中"	"11.12"	"康拜尔"	"177.5"	"鲜食,抗性强"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.06"	"中"	"甜"	"美国"	"好"	"中"	"2.78"	"紫红"	"较小"	"Vitis(葡萄属)"	"14.5"	"软"	"--"	"小"	"ZZ"	"KANG BAI ER"	"近圆"	"Vitaceae(葡萄科)"	"0.63"
"276"	"中"	"11.88"	"康可"	"136.5"	"制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"美洲种"	"8.16"	"中"	"甜"	"美国"	"中"	"少"	"2.82"	"黑"	"较小"	"Vitis(葡萄属)"	"17.0"	"软"	"--"	"小"	"ZZ"	"KANG KE"	"长圆"	"Vitaceae(葡萄科)"	"0.31"
"277"	"中上"	"11.32"	"考克哈巴"	"81.8"	"酿酒,鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.19"	"中"	"酸甜"	"苏联"	"中"	"中"	"1.70"	"紫红"	"小"	"Vitis(葡萄属)"	"15.5"	"软"	"--"	"极小"	"ZZ"	"KAO KE HA BA"	"扁圆"	"Vitaceae(葡萄科)"	"0.70"
"278"	"中"	"9.51"	"考克旁达斯"	"288.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜酸"	"苏联"	"中"	"多"	"2.12"	"黄绿"	"小"	"Vitis(葡萄属)"	"13.0"	"稍脆"	"--"	"小"	"ZZ"	"KAO KE PANG DA SI"	"圆"	"Vitaceae(葡萄科)"	"0.98"
"279"	"中"	"11.01"	"考索罗道夫"	"251.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"酸甜"	"苏联"	"中"	"多"	"3.49"	"黄绿"	"中"	"Vitis(葡萄属)"	"14.3"	"软"	"--"	"较小"	"ZZ"	"KAO SUO LUO DAO FU"	"椭圆"	"Vitaceae(葡萄科)"	"0.87"
"280"	"中"	"12.02"	"莱布鲁斯卡"	"168.0"	"可食,抗病"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"美洲种"	"8.27"	"晚"	"甜酸"	"美国"	"中"	"少"	"3.12"	"紫黑"	"中"	"Vitis(葡萄属)"	"15.5"	"软"	"--"	"小"	"ZZ"	"LAI BU LU SI KA"	"长圆"	"Vitaceae(葡萄科)"	"0.56"
"281"	"中"	"10.55"	"莱克埃默腊德"	"151.6"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.18"	"中"	"酸甜"	"美国"	"中"	"--"	"1.28"	"粉红"	"小"	"Vitis(葡萄属)"	"15.1"	"软"	"--"	"小"	"ZZ"	"LAI KE AI MO LA DE"	"近圆"	"Vitaceae(葡萄科)"	"1.54"
"282"	"中"	"17.00"	"累克芝特"	"193.6"	"鲜食,无核"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.22"	"早"	"甜"	"美国"	"好"	"少"	"1.47"	"黄白"	"小"	"Vitis(葡萄属)"	"18.3"	"软"	"--"	"小"	"ZZ"	"LEI KE ZHI TE"	"椭圆"	"Vitaceae(葡萄科)"	"0.84"
"283"	"中"	"16.67"	"罗也尔玫瑰"	"127.6"	"鲜食,雌能花"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.05"	"中"	"甜"	"美国"	"好"	"少"	"2.22"	"紫红"	"小"	"Vitis(葡萄属)"	"18.5"	"软"	"--"	"小"	"ZZ"	"LUO YE ER MEI GUI"	"近圆"	"Vitaceae(葡萄科)"	"0.42"
"284"	"中"	"10.52"	"罗查理奥"	"211.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜酸"	"苏联"	"中"	"中"	"3.26"	"粉红"	"中"	"Vitis(葡萄属)"	"14.9"	"脆"	"--"	"小"	"ZZ"	"LUO CHA LI AO"	"椭圆"	"Vitaceae(葡萄科)"	"0.98"
"285"	"中"	"13.01"	"马格拉契217"	"96.6"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"酸甜"	"苏联"	"好"	"多"	"1.28"	"紫黑"	"小"	"Vitis(葡萄属)"	"15.5"	"软"	"--"	"极小"	"ZZ"	"MA GE LA QI 217"	"圆"	"Vitaceae(葡萄科)"	"1.12"
"286"	"中"	"13.41"	"玛尔斯"	"125.0"	"鲜食,抗病,早熟,丰产,"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.06"	"中"	"酸甜"	"美国"	"较好"	"多"	"3.12"	"紫红"	"中"	"Vitis(葡萄属)"	"15.6"	"软"	"--"	"小"	"ZZ"	"MA ER SI"	"圆"	"Vitaceae(葡萄科)"	"0.35"
"287"	"中"	"16.34"	"蒙托依"	"165.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.08"	"中"	"酸甜"	"意大利"	"中"	"多"	"1.72"	"黄绿"	"小"	"Vitis(葡萄属)"	"18.2"	"软"	"--"	"小"	"ZZ"	"MENG TUO YI"	"近圆"	"Vitaceae(葡萄科)"	"1.22"
"288"	"中"	"14.60"	"米勒吐尔高"	"134.8"	"酿酒,酒质优,丰产"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.26"	"早"	"甜酸"	"德国"	"中"	"多"	"1.33"	"黄绿"	"小"	"Vitis(葡萄属)"	"15.3"	"软"	"--"	"小"	"ZZ"	"MI LE TU ER GAO"	"近圆"	"Vitaceae(葡萄科)"	"1.18"
"289"	"中上"	"13.50"	"蜜红"	"348.7"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.10"	"中"	"甜酸"	"日本"	"较好"	"中"	"8.02"	"紫红"	"大"	"Vitis(葡萄属)"	"15.5"	"软"	"--"	"较小"	"ZZ"	"MI HONG"	"近圆"	"Vitaceae(葡萄科)"	"0.80"
"290"	"中"	"10.56"	"齐基斯特娃拉"	"690.3"	"酿酒,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜酸"	"苏联"	"好"	"中"	"4.44"	"黄白"	"中"	"Vitis(葡萄属)"	"12.0"	"脆"	"--"	"大"	"ZZ"	"QI JI SI TE WA LA"	"圆"	"Vitaceae(葡萄科)"	"1.26"
"291"	"中"	"10.55"	"S.2653"	"161.2"	"酿酒,抗性强"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.27"	"晚"	"甜酸"	"法国"	"中"	"中"	"3.44"	"黄绿"	"中"	"Vitis(葡萄属)"	"15.0"	"软"	"--"	"小"	"ZZ"	"S.2653"	"椭圆"	"Vitaceae(葡萄科)"	"1.29"
"292"	"中"	"13.10"	"S.13053"	"122.8"	"酿酒,抗性强"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.12"	"中"	"甜"	"法国"	"中"	"多"	"2.10"	"黑紫"	"小"	"Vitis(葡萄属)"	"16.0"	"软"	"--"	"小"	"ZZ"	"S.13053"	"近圆"	"Vitaceae(葡萄科)"	"1.15"
"293"	"中"	"12.75"	"S.V.20-365"	"79.3"	"酿酒,抗性强"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.16"	"中"	"酸甜"	"法国"	"中"	"中"	"1.76"	"绿黄"	"极小"	"Vitis(葡萄属)"	"18.0"	"脆"	"--"	"极小"	"ZZ"	"S.V.20-365"	"卵圆"	"Vitaceae(葡萄科)"	"0.98"
"294"	"中"	"10.78"	"桑娇维赛"	"241.4"	"酿酒,酒质好,产量高"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"酸甜"	"意大利"	"中"	"中"	"1.92"	"紫红"	"小"	"Vitis(葡萄属)"	"14.5"	"软"	"--"	"小"	"ZZ"	"SANG JIAO WEI SAI"	"近圆"	"Vitaceae(葡萄科)"	"0.98"
"295"	"中"	"11.01"	"桑娇维赛M"	"251.0"	"酿酒,酒质好"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"酸甜"	"意大利"	"好"	"多"	"2.66"	"紫红"	"较小"	"Vitis(葡萄属)"	"13.5"	"稍脆"	"--"	"较小"	"ZZ"	"SANG JIAO WEI SAI M"	"近圆"	"Vitaceae(葡萄科)"	"1.05"
"296"	"下"	"11.62"	"桑娇维赛M1/16"	"41.6"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜酸"	"意大利"	"差"	"中"	"1.24"	"紫黑"	"极小"	"Vitis(葡萄属)"	"16.9"	"软"	"--"	"极小"	"ZZ"	"SANG JIAO WEI SAI M1/16"	"近圆"	"Vitaceae(葡萄科)"	"0.80"
"297"	"中上"	"13.53"	"麝香沙斯拉"	"167.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜"	"苏联"	"中"	"少"	"1.92"	"黄绿"	"小"	"Vitis(葡萄属)"	"15.0"	"软"	"--"	"小"	"ZZ"	"SHE XIANG SHA SI LA"	"椭圆"	"Vitaceae(葡萄科)"	"0.38"
"298"	"中"	"13.07"	"狮卡门耐特"	"180.6"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜酸"	"日本"	"中"	"中"	"2.24"	"紫红"	"小"	"Vitis(葡萄属)"	"17.0"	"软"	"--"	"小"	"ZZ"	"SHI KA MEN NAI TE"	"近圆"	"Vitaceae(葡萄科)"	"1.05"
"299"	"中"	"9.63"	"斯蒂本"	"88.0"	"鲜食,抗性强"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.18"	"中"	"酸甜"	"美国"	"中"	"多"	"2.18"	"粉红"	"极小"	"Vitis(葡萄属)"	"16.1"	"软"	"--"	"极小"	"ZZ"	"SI DI BEN"	"短椭"	"Vitaceae(葡萄科)"	"0.45"
"300"	"中"	"11.73"	"斯蒂本"	"230.5"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.06"	"中"	"酸甜"	"美国"	"好"	"多"	"2.52"	"紫红"	"小"	"Vitis(葡萄属)"	"15.1"	"软"	"--"	"小"	"ZZ"	"SI DI BEN"	"近圆"	"Vitaceae(葡萄科)"	"0.75"
"301"	"中"	"11.93"	"斯立潘"	"182.3"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.05"	"中"	"甜"	"美国"	"好"	"中"	"2.50"	"紫红"	"小"	"Vitis(葡萄属)"	"17.0"	"软"	"--"	"小"	"ZZ"	"SI LI PAN"	"短椭"	"Vitaceae(葡萄科)"	"0.63"
"302"	"中下"	"10.56"	"太姆波"	"56.0"	"砧木"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.17"	"中"	"甜酸"	"美国"	"中"	"多"	"0.96"	"紫黑"	"极小"	"Vitis(葡萄属)"	"15.9"	"软"	"--"	"极小"	"ZZ"	"TAI MU BO"	"椭圆"	"Vitaceae(葡萄科)"	"0.63"
"303"	"中"	"12.51"	"特莱比亚欧"	"186.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.09"	"中"	"酸甜"	"意大利"	"中"	"多"	"2.04"	"黄绿"	"小"	"Vitis(葡萄属)"	"14.0"	"软"	"--"	"小"	"ZZ"	"TE LAI BI YA OU"	"近圆"	"Vitaceae(葡萄科)"	"0.99"
"304"	"中上"	"12.75"	"田野红"	"261.3"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.16"	"中"	"酸甜"	"日本"	"好"	"多"	"5.98"	"粉红"	"中"	"Vitis(葡萄属)"	"14.0"	"软"	"--"	"中"	"ZZ"	"TIAN YE HONG"	"倒卵"	"Vitaceae(葡萄科)"	"0.66"
"305"	"中上"	"13.23"	"瓦达古依"	"631.8"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.10"	"晚"	"酸甜"	"苏联"	"好"	"中"	"3.40"	"粉红"	"较大"	"Vitis(葡萄属)"	"17.0"	"软"	"--"	"较大"	"ZZ"	"WA DA GU YI"	"椭圆"	"Vitaceae(葡萄科)"	"0.80"
"306"	"中"	"10.15"	"维金娜什"	"113.0"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.17"	"中"	"酸甜"	"美国"	"中"	"多"	"3.58"	"绿"	"小"	"Vitis(葡萄属)"	"13.5"	"软"	"--"	"小"	"ZZ"	"WEI JIN NA SHI"	"近圆"	"Vitaceae(葡萄科)"	"0.45"
"307"	"中"	"11.88"	"维洛"	"118.8"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜"	"罗马尼亚"	"中"	"中"	"2.20"	"黄绿"	"小"	"Vitis(葡萄属)"	"15.0"	"软"	"--"	"小"	"ZZ"	"WEI LUO"	"近圆"	"Vitaceae(葡萄科)"	"0.49"
"308"	"上"	"12.06"	"无核白"	"162.0"	"鲜食,无核"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.15"	"中"	"甜"	"阿富汉"	"好"	"少"	"1.40"	"黄白"	"小"	"Vitis(葡萄属)"	"15.9"	"稍脆"	"--"	"小"	"ZZ"	"WU HE BAI"	"卵圆"	"Vitaceae(葡萄科)"	"0.98"
"309"	"中"	"14.53"	"乌鲁目"	"230.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.03"	"中"	"酸甜"	"保加利亚"	"中"	"多"	"2.69"	"绿黄"	"小"	"Vitis(葡萄属)"	"16.3"	"稍脆"	"--"	"小"	"ZZ"	"WU LU MU"	"椭圆"	"Vitaceae(葡萄科)"	"1.71"
"310"	"中"	"12.55"	"小姑娘"	"146.5"	"酿酒,抗性强"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"9.15"	"晚"	"酸甜"	"法国"	"差"	"中"	"4.96"	"绿黄"	"小"	"Vitis(葡萄属)"	"15.0"	"稍脆"	"--"	"小"	"ZZ"	"XIAO GU NIANG"	"椭圆"	"Vitaceae(葡萄科)"	"1.37"
"311"	"中上"	"11.23"	"信浓红"	"302.0"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.11"	"中"	"甜酸"	"日本"	"较好"	"多"	"7.44"	"紫红"	"较小"	"Vitis(葡萄属)"	"15.5"	"软"	"--"	"较小"	"ZZ"	"XIN NONG HONG"	"近圆"	"Vitaceae(葡萄科)"	"0.75"
"312"	"中"	"14.32"	"秀特玫瑰"	"243.0"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.05"	"中"	"酸甜"	"日本"	"好"	"中"	"2.22"	"绿黄"	"小"	"Vitis(葡萄属)"	"16.0"	"软"	"--"	"小"	"ZZ"	"XIU TE MEI GUI"	"近圆"	"Vitaceae(葡萄科)"	"0.80"
"313"	"中"	"11.57"	"依奇可马"	"252.7"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.03"	"中"	"甜酸"	"苏联"	"中"	"多"	"3.72"	"紫红"	"较小"	"Vitis(葡萄属)"	"13.0"	"软"	"--"	"较小"	"ZZ"	"YI QI KE MA"	"扁圆"	"Vitaceae(葡萄科)"	"1.71"
"314"	"中上"	"12.19"	"依斯比沙里"	"131.5"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.03"	"中"	"酸甜"	"苏联"	"好"	"少"	"4.68"	"黄白"	"较小"	"Vitis(葡萄属)"	"14.1"	"脆"	"--"	"较小"	"ZZ"	"YI SI BI SHA LI"	"长圆"	"Vitaceae(葡萄科)"	"0.61"
"315"	"中"	"15.38"	"一品香"	"99.2"	"鲜食,制汁"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.08"	"中"	"甜"	"美国"	"中"	"少"	"2.94"	"紫黑"	"极小"	"Vitis(葡萄属)"	"16.5"	"软"	"--"	"极小"	"ZZ"	"YI PIN XIANG"	"近圆"	"Vitaceae(葡萄科)"	"0.75"
"316"	"中下"	"13.94"	"耶特斯"	"106.4"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.17"	"中"	"酸甜"	"美国"	"好"	"多"	"2.86"	"粉红"	"小"	"Vitis(葡萄属)"	"18.0"	"软"	"--"	"小"	"ZZ"	"YE TE SI"	"圆"	"Vitaceae(葡萄科)"	"0.45"
"317"	"中下"	"11.62"	"郑果10号"	"89.4"	"酿酒,产量高"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜酸"	"阿尔巴尼亚"	"好"	"多"	"1.60"	"紫红"	"极小"	"Vitis(葡萄属)"	"13.5"	"软"	"--"	"极小"	"ZZ"	"ZHENG GUO 10 HAO"	"圆"	"Vitaceae(葡萄科)"	"0.98"
"318"	"上"	"14.87"	"二伯娜"	"242.8"	"鲜食"	"国外"	"--"	"欧美杂种"	"9.01"	"晚"	"甜"	"--"	"中"	"多"	"4.50"	"黄绿"	"中"	"Vitis(葡萄属)"	"16.10"	"软"	"3.14"	"小"	"PTG0204"	"ER BO NA"	"近圆"	"Vitaceae(葡萄科)"	"0.59"
"319"	"中上"	"12.46"	"二号白香"	"126.8"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.06"	"中"	"甜"	"法国"	"中"	"多"	"1.80"	"紫黑"	"小"	"Vitis(葡萄属)"	"15.20"	"软"	"3.13"	"小"	"PTG0206"	"ER HAO BAI XIANG"	"近圆"	"Vitaceae(葡萄科)"	"0.84"
"320"	"中"	"8.52"	"二号大宛红"	"89.3"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"法国"	"中"	"较多"	"1.37"	"绿黄"	"小"	"Vitis(葡萄属)"	"10.10"	"较软"	"2.89"	"极小"	"PTG0207"	"ER HAO DA WAN HONG"	"倒卵"	"Vitaceae(葡萄科)"	"0.84"
"321"	"中"	"13.02"	"法国兰"	"238.9"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"奥地利"	"中"	"中"	"2.06"	"黄绿"	"小"	"Vitis(葡萄属)"	"15.00"	"较软"	"3.10"	"小"	"PTG0208"	"FA GUO LAN"	"椭圆"	"Vitaceae(葡萄科)"	"0.56"
"322"	"中"	"10.14"	"芳香"	"202.2"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.20"	"中"	"甜"	"--"	"中"	"多"	"6.24"	"黄绿"	"较大"	"Vitis(葡萄属)"	"13.00"	"较软"	"3.21"	"小"	"PTG0209"	"FANG XIANG"	"倒卵"	"Vitaceae(葡萄科)"	"0.68"
"323"	"上"	"11.16"	"芳香拉查基"	"469.7"	"鲜食,早熟,大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜"	"保加利亚"	"好"	"较多"	"3.43"	"淡紫红"	"中"	"Vitis(葡萄属)"	"13.40"	"脆"	"3.00"	"较大"	"PTG0210"	"FANG XIANG LA CHA JI"	"近圆"	"Vitaceae(葡萄科)"	"0.61"
"324"	"中"	"13.33"	"芳香葡萄"	"247.1"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.22"	"晚"	"甜酸"	"匈牙利"	"中"	"多"	"7.02"	"黄绿"	"较大"	"Vitis(葡萄属)"	"14.60"	"软"	"3.08"	"小"	"PTG0211"	"FANG XIANG PU TAO"	"近圆"	"Vitaceae(葡萄科)"	"0.64"
"325"	"中"	"14.77"	"绯红"	"305.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.23"	"早"	"酸甜"	"美国"	"中"	"多"	"8.88"	"紫红"	"大"	"Vitis(葡萄属)"	"16.00"	"较软"	"2.94"	"较小"	"PTG0212"	"FEI HONG"	"圆"	"Vitaceae(葡萄科)"	"0.65"
"326"	"中上"	"11.81"	"菲提斯卡.莱格纳"	"146.9"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.01"	"中"	"甜"	"罗马尼亚"	"中"	"中"	"1.68"	"淡紫红"	"小"	"Vitis(葡萄属)"	"14.40"	"较脆"	"3.08"	"小"	"PTG0213"	"FEI TI SI KA .LAI GE NA"	"长卵圆"	"Vitaceae(葡萄科)"	"0.47"
"327"	"中"	"12.99"	"粉红阿里曼登"	"357.2"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.22"	"晚"	"酸甜"	"苏联"	"中"	"较少"	"2.63"	"黄绿"	"较小"	"Vitis(葡萄属)"	"15.30"	"较脆"	"3.22"	"中"	"PTG0214"	"FEN HONG A LI MAN DENG"	"椭圆"	"Vitaceae(葡萄科)"	"0.64"
"328"	"中上"	"13.59"	"粉红红珂尔娜"	"435.1"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"酸甜"	"南亚"	"中"	"中"	"3.47"	"粉红"	"中"	"Vitis(葡萄属)"	"15.50"	"脆"	"3.11"	"中"	"PTG0215"	"FEN HONG HONG KE ER NA"	"椭圆"	"Vitaceae(葡萄科)"	"0.61"
"329"	"中"	"11.41"	"粉红拉查基"	"427.4"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"酸甜"	"罗马尼亚"	"中"	"中"	"3.67"	"红"	"中"	"Vitis(葡萄属)"	"14.20"	"较脆"	"3.39"	"中"	"PTG0216"	"FEN HONG LA CHA JI"	"椭圆"	"Vitaceae(葡萄科)"	"0.56"
"330"	"中上"	"8.36"	"粉红葡萄"	"465.8"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜"	"西班牙"	"中"	"中"	"5.08"	"淡红"	"较大"	"Vitis(葡萄属)"	"11.10"	"较脆"	"3.13"	"较大"	"PTG0217"	"FEN HONG PU TAO"	"近圆"	"Vitaceae(葡萄科)"	"0.75"
"331"	"中"	"15.83"	"粉红契拉基"	"391.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.26"	"晚"	"甜"	"苏联"	"中"	"少"	"3.28"	"粉红"	"中"	"Vitis(葡萄属)"	"16.20"	"软"	"3.67"	"中"	"PTG0218"	"FEN HONG QI LA JI"	"鸡心"	"Vitaceae(葡萄科)"	"0.34"
"332"	"中上"	"11.62"	"粉红巧吾斯"	"342.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.08"	"中"	"酸甜"	"土耳其"	"好"	"较多"	"5.70"	"红"	"较大"	"Vitis(葡萄属)"	"13.90"	"脆"	"3.27"	"较小"	"PTG0219"	"FEN HONG QIAO WU SI"	"长椭圆"	"Vitaceae(葡萄科)"	"0.94"
"333"	"上"	"15.46"	"粉红巧吾斯"	"343.2"	"鲜食,抗旱"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.15"	"晚"	"酸甜"	"土耳其"	"好"	"少"	"6.25"	"粉红"	"较大"	"Vitis(葡萄属)"	"15.50"	"脆"	"3.45"	"中"	"PTF0219"	"FEN HONG QIAO WU SI"	"椭圆"	"Vitaceae(葡萄科)"	"0.44"
"334"	"中"	"12.21"	"粉红太妃"	"528.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"极晚"	"甜酸"	"叙利亚"	"中"	"多"	"4.90"	"黄绿"	"中"	"Vitis(葡萄属)"	"15.00"	"软"	"3.37"	"较大"	"PTG0220"	"FEN HONG TAI FEI"	"近圆"	"Vitaceae(葡萄科)"	"0.74"
