"id"	"蜡质厚薄"	"科名"	"子叶面积"	"钠含量"	"保存编号"	"品种名称"	"叶盖面直径"	"种子产量"	"染色体倍性"	"种子成熟期"	"粒性"	"开花盛期"	"白粉病"	"根头大小"	"省"	"抽苔盛期"	"译名"	"根沟深浅"	"类型"	"当年抽苔率"	"库编号"	"肉质粗细"	"育性"	"蔗糖产量"	"学名"	"统一编号"	"黄花毒病"	"叶柄宽"	"块根深度"	"果盖脱落率"	"处署绿叶"	"种子成熟度"	"叶面形状"	"块根形状"	"幼苗百株重"	"钾含量"	"种子发芽率"	"花粉量"	"叶柄色"	"子叶大小"	"处署枯叶"	"褐斑病"	"属名"	"单粒率"	"结实密度"	"株型"	"苗期生长势"	"保存单位"	"叶色"	"种株株型"	"氮含量"	"叶丛型"	"根腐病"	"备注"	"叶肉厚薄"	"蔗糖含量"	"叶缘形"	"叶形"	"维管束环数"	"根叶比值"	"叶柄长"	"下胚轴色"	"叶面多毛性"	"茎叶产量"	"经济类型"	"种子单粒率"	"块根产量吨"	"块根产量"	"不育率"	"品种来源"	"抽苔率"	"叶数"	"种子千粒重"	"根皮光滑"	"出苗盛期"	"蔗糖产量吨"	"根肉色"
"28"	"中"	"Chenopodiaceae(藜科)"	"75.09"	"2.789"	"D01105"	"780024B/11"	"65.0"	"--"	"2x"	"--"	"多"	"6.27"	"--"	"中"	"黑龙江"	"6.14"	"780024B/11"	"深"	"地方"	"0.00"	"I6A00059"	"细"	"可育"	"211.33"	"Beta vulgaris L.(甜菜)"	"ZT000110"	"--"	"中"	"--"	"--"	"--"	"99.0"	"波浪"	"纺锤"	"1122.00"	"3.349"	"97.0"	"多"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"20.2"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"绿"	"多茎"	"0.897"	"斜立"	"--"	"--"	"厚"	"17.60"	"中波"	"犁铧"	"5"	"2.274"	"中"	"混"	"光滑"	"937.07"	"NZ"	"--"	"17.98"	"1198.51"	"0"	"中国:黑龙江"	"100.00"	"40.1"	"38.0"	"不光滑"	"5.23"	"3.16"	"白"
"29"	"厚"	"Chenopodiaceae(藜科)"	"187.84"	"1.048"	"D01106"	"7503/81-1"	"70.0"	"--"	"2x"	"--"	"多"	"6.30"	"--"	"中"	"黑龙江"	"6.12"	"7503/81-1"	"浅"	"地方"	"0.00"	"I6A00244"	"细"	"可育"	"206.74"	"Beta vulgaris L.(甜菜)"	"ZT000111"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"纺锤"	"716.00"	"3.358"	"98.0"	"中"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"25.5"	"多茎"	"较旺"	"中国农科院甜菜研究所"	"绿"	"多茎"	"9.356"	"斜立"	"--"	"--"	"厚"	"17.40"	"中波"	"犁铧"	"6"	"3.061"	"中"	"混"	"光滑"	"624.52"	"NZ"	"--"	"17.85"	"1189.84"	"0"	"中国:黑龙江"	"87.50"	"38.2"	"31.0"	"光滑"	"5.17"	"3.11"	"白"
"30"	"厚"	"Chenopodiaceae(藜科)"	"108.96"	"1.570"	"D01107"	"780016A/1"	"66.0"	"200.00"	"2x"	"--"	"多"	"6.26"	"--"	"小"	"黑龙江"	"6.10"	"780016A/1"	"深"	"地方"	"0.00"	"I6A00245"	"粗"	"可育"	"214.31"	"Beta vulgaris L.(甜菜)"	"ZT000112"	"--"	"宽"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"721.00"	"3.702"	"80.0"	"中"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"19.9"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"绿"	"多茎"	"1.552"	"斜立"	"--"	"--"	"厚"	"17.70"	"中波"	"舌形"	"9"	"7.819"	"中"	"绿"	"光滑"	"214.12"	"NZ"	"--"	"18.18"	"1212.04"	"0"	"中国:黑龙江"	"85.70"	"29.0"	"27.0"	"光滑"	"5.17"	"3.22"	"白"
"31"	"中"	"Chenopodiaceae(藜科)"	"106.60"	"2.400"	"D01108"	"甜413"	"65.0"	"55.00"	"4x"	"--"	"多"	"6.25"	"--"	"大"	"黑龙江"	"6.10"	"TIAN 413"	"深"	"地方"	"0.00"	"I6A00278"	"细"	"可育"	"236.40"	"Beta vulgaris L.(甜菜)"	"ZT000113"	"--"	"宽"	"--"	"--"	"--"	"99.0"	"皱褶"	"楔形"	"937.00"	"2.264"	"70.0"	"多"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"19.7"	"多茎"	"中"	"中国农科院甜菜研究所"	"绿"	"多茎"	"1.942"	"斜立"	"--"	"--"	"厚"	"18.70"	"中波"	"犁铧"	"6"	"4.210"	"长"	"淡绿"	"光滑"	"436.78"	"NZ"	"--"	"18.92"	"1261.44"	"0"	"中国:黑龙江"	"100.00"	"37.3"	"26.0"	"光滑"	"5.17"	"3.54"	"白"
"32"	"薄"	"Chenopodiaceae(藜科)"	"168.75"	"0.959"	"D01109"	"780016B/1"	"65.0"	"--"	"2x"	"--"	"多"	"6.25"	"--"	"大"	"黑龙江"	"6.14"	"780016B/1"	"深"	"地方"	"0.00"	"I6A00060"	"细"	"可育"	"241.21"	"Beta vulgaris L.(甜菜)"	"ZT000114"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"楔形"	"781.00"	"2.699"	"97.0"	"多"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"20.7"	"混和"	"较旺"	"中国农科院甜菜研究所"	"浓绿"	"混合"	"2.333"	"斜立"	"--"	"--"	"厚"	"17.90"	"中波"	"犁铧"	"5"	"5.488"	"中"	"绿"	"光滑"	"342.00"	"EZ"	"--"	"20.22"	"1348.31"	"0"	"中国:黑龙江"	"75.00"	"32.7"	"32.0"	"光滑"	"5.17"	"3.62"	"淡黄"
"33"	"厚"	"Chenopodiaceae(藜科)"	"143.14"	"3.507"	"D01110"	"780016B/3"	"58.0"	"75.00"	"2x"	"--"	"多"	"6.24"	"--"	"大"	"黑龙江"	"6.12"	"780016B/3"	"深"	"地方"	"0.00"	"I6A00061"	"细"	"可育"	"238.07"	"Beta vulgaris L.(甜菜)"	"ZT000115"	"--"	"中"	"--"	"--"	"--"	"95.0"	"波浪"	"纺锤"	"809.00"	"2.448"	"86.0"	"少"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"26.0"	"多茎"	"中"	"中国农科院甜菜研究所"	"绿"	"多茎"	"1.780"	"斜立"	"--"	"--"	"厚"	"19.40"	"中波"	"舌形"	"6"	"5.733"	"中"	"淡绿"	"光滑"	"452.54"	"NZ"	"--"	"18.41"	"1227.16"	"0"	"中国:黑龙江"	"100.00"	"34.4"	"25.0"	"光滑"	"5.23"	"2.57"	"白"
"34"	"中"	"Chenopodiaceae(藜科)"	"152.31"	"2.455"	"D01111"	"780016B/5"	"61.0"	"--"	"2x"	"--"	"多"	"6.30"	"--"	"中"	"黑龙江"	"6.20"	"780016B/5"	"浅"	"地方"	"0.00"	"I6A00062"	"细"	"可育"	"227.89"	"Beta vulgaris L.(甜菜)"	"ZT000116"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"748.00"	"3.474"	"96.0"	"少"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"16.7"	"单茎"	"中"	"中国农科院甜菜研究所"	"绿"	"单茎"	"2.447"	"斜立"	"--"	"--"	"厚"	"18.00"	"小波"	"舌形"	"10"	"2.456"	"长"	"混"	"光滑"	"917.67"	"NZ"	"--"	"19.03"	"1268.72"	"0"	"中国:黑龙江"	"57.10"	"31.2"	"20.0"	"较光滑"	"5.23"	"3.43"	"白"
"35"	"厚"	"Chenopodiaceae(藜科)"	"131.88"	"3.067"	"D01112"	"7412/82-1"	"66.0"	"100.00"	"2x"	"--"	"多"	"6.30"	"--"	"中"	"黑龙江"	"6.12"	"7412/82-1"	"浅"	"地方"	"0.00"	"I6A00063"	"细"	"可育"	"205.55"	"Beta vulgaris L.(甜菜)"	"ZT000117"	"--"	"中"	"--"	"--"	"--"	"98.0"	"波浪"	"圆锥"	"681.00"	"3.550"	"84.0"	"多"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"20.7"	"多茎"	"中"	"中国农科院甜菜研究所"	"浓绿"	"多茎"	"2.088"	"斜立"	"--"	"--"	"厚"	"18.40"	"中波"	"犁铧"	"7"	"4.953"	"长"	"混"	"光滑"	"556.16"	"NZ"	"--"	"16.79"	"1119.55"	"0"	"中国:黑龙江"	"83.30"	"25.5"	"29.0"	"光滑"	"5.17"	"3.09"	"白"
"36"	"中"	"Chenopodiaceae(藜科)"	"122.57"	"4.079"	"D02001"	"本育132"	"60.0"	"25.00"	"2x"	"--"	"多"	"6.25"	"--"	"大"	"国外"	"6.14"	"BEN YU 132"	"深"	"国外"	"0.00"	"I6A00065"	"粗"	"可育"	"209.15"	"Beta vulgaris L.(甜菜)"	"ZT000123"	"--"	"中"	"--"	"1.0"	"--"	"100.0"	"波浪"	"纺锤"	"648.00"	"3.120"	"81.0"	"少"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"18.0"	"单茎"	"弱"	"中国农科院甜菜研究所"	"绿"	"单茎"	"1.649"	"斜立"	"--"	"--"	"厚"	"16.20"	"中波"	"犁铧"	"7"	"11.724"	"中"	"混"	"光滑"	"133.56"	"NE"	"--"	"19.31"	"1287.51"	"0"	"日本"	"100.00"	"36.7"	"32.0"	"不光滑"	"5.23"	"3.13"	"淡黄"
"37"	"中"	"Chenopodiaceae(藜科)"	"116.31"	"3.478"	"D02002"	"导入一号"	"65.0"	"65.00"	"2x"	"--"	"多"	"6.27"	"--"	"中"	"国外"	"6.11"	"DAO RU YI HAO"	"浅"	"国外"	"1.70"	"I6A00066"	"细"	"可育"	"138.33"	"Beta vulgaris L.(甜菜)"	"ZT000124"	"--"	"中"	"--"	"--"	"--"	"98.0"	"波浪"	"纺锤"	"611.00"	"3.250"	"94.0"	"中"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"22.3"	"多茎"	"中"	"中国农科院甜菜研究所"	"绿"	"多茎"	"2.275"	"斜立"	"--"	"--"	"薄"	"16.50"	"中波"	"舌形"	"6"	"1.612"	"长"	"混"	"光滑"	"855.60"	"LL"	"--"	"12.58"	"838.98"	"0"	"日本"	"85.70"	"29.6"	"24.0"	"光滑"	"5.23"	"2.08"	"白"
"38"	"中"	"Chenopodiaceae(藜科)"	"158.98"	"9.142"	"D02003"	"导入二号"	"65.0"	"--"	"2x"	"--"	"多"	"6.25"	"--"	"大"	"国外"	"6.18"	"DAO RU ER HAO"	"深"	"国外"	"0.00"	"I6A00249"	"粗"	"可育"	"208.27"	"Beta vulgaris L.(甜菜)"	"ZT000125"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"539.00"	"3.790"	"98.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"15.3"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"淡绿"	"多茎"	"1.005"	"斜立"	"--"	"--"	"厚"	"15.10"	"中波"	"犁铧"	"7"	"2.468"	"长"	"混"	"光滑"	"620.21"	"E"	"--"	"20.66"	"1377.42"	"0"	"日本"	"83.30"	"33.1"	"35.0"	"光滑"	"5.23"	"3.12"	"白"
"39"	"中"	"Chenopodiaceae(藜科)"	"154.91"	"4.625"	"D02004"	"KWE"	"67.0"	"90.00"	"2x"	"--"	"多"	"6.25"	"--"	"小"	"国外"	"6.12"	"KWE"	"深"	"国外"	"0.00"	"I6A00250"	"细"	"可育"	"220.10"	"Beta vulgaris L.(甜菜)"	"ZT000126"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"纺锤"	"780.00"	"2.785"	"93.0"	"多"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"22.9"	"单茎"	"中"	"中国农科院甜菜研究所"	"绿"	"单茎"	"2.175"	"斜立"	"--"	"--"	"厚"	"16.30"	"中波"	"犁铧"	"6"	"3.307"	"长"	"混"	"光滑"	"615.01"	"NE"	"--"	"20.29"	"1352.79"	"0"	"日本"	"93.30"	"33.5"	"31.0"	"光滑"	"5.23"	"3.31"	"淡黄"
"40"	"厚"	"Chenopodiaceae(藜科)"	"112.33"	"6.923"	"D02005"	"月撒布"	"72.0"	"--"	"2x"	"--"	"多"	"6.24"	"--"	"小"	"国外"	"6.14"	"YUE SA BU"	"浅"	"国外"	"0.00"	"I6A00251"	"细"	"可育"	"205.31"	"Beta vulgaris L.(甜菜)"	"ZT000127"	"--"	"中"	"--"	"1.0"	"--"	"99.0"	"波浪"	"纺锤"	"760.00"	"3.790"	"91.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"16.1"	"混和"	"较弱"	"中国农科院甜菜研究所"	"绿"	"混合"	"2.591"	"直立"	"--"	"--"	"厚"	"15.60"	"中波"	"犁铧"	"6"	"3.808"	"中"	"混"	"光滑"	"480.63"	"NE"	"--"	"19.82"	"1321.22"	"0"	"日本"	"75.00"	"33.1"	"26.0"	"光滑"	"5.23"	"3.09"	"淡黄"
"41"	"中"	"Chenopodiaceae(藜科)"	"125.48"	"3.960"	"D02006"	"甜研一号"	"65.0"	"--"	"2x"	"--"	"多"	"6.26"	"--"	"中"	"国外"	"6.12"	"TIAN YAN YI HAO"	"深"	"国外"	"6.70"	"I6A00252"	"细"	"可育"	"183.35"	"Beta vulgaris L.(甜菜)"	"ZT000128"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"705.00"	"3.252"	"88.0"	"多"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"25.7"	"单茎"	"中"	"中国农科院甜菜研究所"	"绿"	"单茎"	"3.642"	"斜立"	"--"	"--"	"厚"	"16.30"	"大波"	"犁铧"	"7"	"1.591"	"长"	"混"	"光滑"	"1093.86"	"N"	"--"	"16.79"	"1119.18"	"0"	"日本"	"100.00"	"30.9"	"29.0"	"光滑"	"5.23"	"2.74"	"白"
"42"	"中"	"Chenopodiaceae(藜科)"	"148.70"	"3.423"	"D02007"	"T1007"	"55.0"	"80.00"	"2x"	"--"	"多"	"6.26"	"--"	"大"	"国外"	"6.12"	"T1007"	"深"	"国外"	"0.00"	"I6A00253"	"细"	"可育"	"187.50"	"Beta vulgaris L.(甜菜)"	"ZT000129"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"727.00"	"2.530"	"82.0"	"多"	"淡绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"22.9"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"淡绿"	"多茎"	"1.108"	"斜立"	"--"	"--"	"厚"	"15.60"	"中波"	"舌形"	"6"	"7.403"	"长"	"混"	"光滑"	"265.05"	"N"	"--"	"18.07"	"1204.96"	"0"	"日本"	"83.30"	"34.7"	"20.0"	"光滑"	"5.23"	"2.82"	"白"
"43"	"中"	"Chenopodiaceae(藜科)"	"118.91"	"2.507"	"D03001"	"西鲜一号"	"70.0"	"100.00"	"2x"	"--"	"多"	"6.26"	"--"	"中"	"国外"	"6.14"	"XI XIAN YI HAO"	"深"	"国外"	"0.00"	"I6A00067"	"细"	"可育"	"178.56"	"Beta vulgaris L.(甜菜)"	"ZT000130"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"纺锤"	"858.00"	"2.817"	"94.0"	"多"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"21.7"	"多茎"	"中"	"中国农科院甜菜研究所"	"绿"	"多茎"	"3.566"	"斜立"	"--"	"--"	"厚"	"15.80"	"中波"	"犁铧"	"7"	"10.628"	"中"	"混"	"光滑"	"191.92"	"N"	"--"	"16.84"	"1122.34"	"0"	"朝鲜"	"100.00"	"37.0"	"33.0"	"光滑"	"5.23"	"2.66"	"淡黄"
"44"	"厚"	"Chenopodiaceae(藜科)"	"146.23"	"2.436"	"D04001"	"叙利亚甜菜"	"75.0"	"--"	"2x"	"--"	"多"	"6.25"	"--"	"大"	"国外"	"6.09"	"XU LI YA TIAN CAI"	"深"	"国外"	"0.00"	"I6A00280"	"细"	"可育"	"189.87"	"Beta vulgaris L.(甜菜)"	"ZT000131"	"--"	"中"	"--"	"--"	"--"	"98.0"	"波浪"	"圆锥"	"667.00"	"2.480"	"80.0"	"多"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"20.9"	"单茎"	"较旺"	"中国农科院甜菜研究所"	"浓绿"	"单茎"	"1.594"	"斜立"	"--"	"--"	"厚"	"18.20"	"中波"	"犁铧"	"8"	"7.382"	"中"	"混"	"光滑"	"244.63"	"ZZ"	"--"	"15.67"	"1044.37"	"0"	"叙利亚"	"100.00"	"33.7"	"26.0"	"光滑"	"5.17"	"2.85"	"白"
"45"	"薄"	"Chenopodiaceae(藜科)"	"114.98"	"4.125"	"D12001"	"KleinwanzlebenN"	"60.0"	"--"	"2x"	"--"	"多"	"6.30"	"--"	"大"	"国外"	"6.20"	"KleinwanzlebenN"	"深"	"国外"	"0.00"	"I6A00556"	"粗"	"可育"	"132.88"	"Beta vulgaris L.(甜菜)"	"ZT000132"	"--"	"中"	"--"	"--"	"--"	"99.0"	"皱褶"	"圆锥"	"861.00"	"3.169"	"81.0"	"少"	"绿"	"--"	"--"	"HS"	"Beta(甜菜属)"	"0"	"18.0"	"单茎"	"较弱"	"中国农科院甜菜研究所"	"绿"	"单茎"	"3.554"	"斜立"	"--"	"--"	"厚"	"12.30"	"中波"	"犁铧"	"6"	"2.171"	"中"	"混"	"光滑"	"552.28"	"LL"	"--"	"16.17"	"1078.05"	"0"	"民主德国"	"81.82"	"36.5"	"23.0"	"光滑"	"5.23"	"1.99"	"淡黄"
"46"	"厚"	"Chenopodiaceae(藜科)"	"50.34"	"8.689"	"D12002"	"KleinwanzlebenZ"	"50.0"	"55.00"	"2x"	"--"	"多"	"6.23"	"--"	"大"	"国外"	"6.15"	"KleinwanzlebenZ"	"浅"	"国外"	"0.00"	"I6A00068"	"细"	"可育"	"147.15"	"Beta vulgaris L.(甜菜)"	"ZT000133"	"--"	"中"	"--"	"--"	"--"	"99.0"	"波浪"	"楔形"	"753.00"	"3.102"	"82.0"	"多"	"淡绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"19.3"	"单茎"	"弱"	"中国农科院甜菜研究所"	"绿"	"单茎"	"4.175"	"斜立"	"--"	"--"	"厚"	"14.70"	"大波"	"犁铧"	"5"	"3.114"	"中"	"淡绿"	"光滑"	"507.33"	"LL"	"--"	"14.95"	"996.61"	"0"	"民主德国"	"97.50"	"38.6"	"47.0"	"光滑"	"5.23"	"2.20"	"白"
"47"	"中"	"Chenopodiaceae(藜科)"	"89.42"	"4.418"	"D12003"	"KleinwanzlebenE"	"70.0"	"15.00"	"2x"	"--"	"多"	"6.30"	"--"	"大"	"国外"	"6.10"	"KleinwanzlebenE"	"浅"	"国外"	"0.00"	"I6A00069"	"粗"	"可育"	"184.68"	"Beta vulgaris L.(甜菜)"	"ZT000134"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"974.00"	"2.788"	"80.0"	"少"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"23.2"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"绿"	"多茎"	"1.233"	"匍匐"	"--"	"--"	"厚"	"15.60"	"中波"	"犁铧"	"6"	"8.120"	"中"	"混"	"光滑"	"186.02"	"N"	"--"	"17.70"	"1180.14"	"0"	"民主德国"	"80.00"	"35.9"	"31.0"	"不光滑"	"5.23"	"2.76"	"淡黄"
"48"	"厚"	"Chenopodiaceae(藜科)"	"130.63"	"7.983"	"D12005"	"费莫纳-高糖甜菜"	"55.0"	"65.00"	"2x"	"--"	"多"	"6.26"	"--"	"小"	"国外"	"6.14"	"FEI MO NA -GAO TANG TIAN CAI"	"浅"	"国外"	"0.00"	"I6A00254"	"细"	"可育"	"187.90"	"Beta vulgaris L.(甜菜)"	"ZT000135"	"--"	"中"	"--"	"--"	"--"	"97.0"	"波浪"	"圆锥"	"815.00"	"2.933"	"85.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"26.2"	"多茎"	"中"	"中国农科院甜菜研究所"	"绿"	"多茎"	"1.282"	"斜立"	"--"	"--"	"厚"	"14.60"	"大波"	"犁铧"	"7"	"7.765"	"中"	"混"	"光滑"	"266.15"	"E"	"--"	"19.36"	"1290.71"	"0"	"民主德国"	"80.00"	"42.3"	"29.0"	"光滑"	"5.23"	"2.83"	"白"
"49"	"厚"	"Chenopodiaceae(藜科)"	"133.21"	"6.213"	"D13001"	"Klein-E"	"78.0"	"--"	"2x"	"--"	"多"	"6.25"	"--"	"大"	"国外"	"6.14"	"Klein-E"	"浅"	"国外"	"0.00"	"I6A00255"	"粗"	"可育"	"229.63"	"Beta vulgaris L.(甜菜)"	"ZT000136"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"578.00"	"2.688"	"96.0"	"少"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"24.2"	"多茎"	"中"	"中国农科院甜菜研究所"	"绿"	"多茎"	"0.380"	"匍匐"	"--"	"--"	"厚"	"16.90"	"中波"	"犁铧"	"7"	"6.877"	"中"	"混"	"光滑"	"291.31"	"NE"	"--"	"20.33"	"1355.55"	"0"	"英国"	"100.00"	"33.6"	"31.0"	"光滑"	"5.23"	"3.44"	"白"
"50"	"中"	"Chenopodiaceae(藜科)"	"88.56"	"5.531"	"D15001"	"Beta 242C"	"55.0"	"--"	"2x"	"--"	"多"	"6.29"	"--"	"小"	"国外"	"6.15"	"Beta 242C"	"浅"	"国外"	"0.00"	"I6A00070"	"细"	"可育"	"169.79"	"Beta vulgaris L.(甜菜)"	"ZT000137"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"1064.00"	"3.546"	"93.0"	"中"	"淡绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"18.4"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"淡绿"	"多茎"	"1.110"	"斜立"	"--"	"--"	"厚"	"17.30"	"中波"	"犁铧"	"8"	"3.187"	"长"	"混"	"光滑"	"420.90"	"Z"	"--"	"14.78"	"985.31"	"0"	"匈牙利"	"100.00"	"32.6"	"29.0"	"光滑"	"5.23"	"2.56"	"白"
"51"	"厚"	"Chenopodiaceae(藜科)"	"89.22"	"5.631"	"D15002"	"Beta C242/53"	"55.0"	"50.00"	"2x"	"--"	"多"	"6.26"	"--"	"大"	"国外"	"6.18"	"Beta C242/53"	"浅"	"国外"	"0.00"	"I6A00071"	"细"	"可育"	"162.64"	"Beta vulgaris L.(甜菜)"	"ZT000138"	"--"	"中"	"--"	"--"	"--"	"99.0"	"波浪"	"纺锤"	"594.00"	"2.289"	"82.0"	"中"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"23.3"	"多茎"	"弱"	"中国农科院甜菜研究所"	"绿"	"多茎"	"3.514"	"斜立"	"--"	"--"	"厚"	"16.10"	"中波"	"犁铧"	"8"	"3.967"	"长"	"混"	"光滑"	"353.63"	"LL"	"--"	"15.16"	"1010.78"	"0"	"匈牙利"	"100.00"	"35.1"	"21.0"	"不光滑"	"5.17"	"2.44"	"淡黄"
"52"	"厚"	"Chenopodiaceae(藜科)"	"128.66"	"7.258"	"D15003"	"Beta C242/53/27"	"55.0"	"55.00"	"2x"	"--"	"多"	"6.30"	"--"	"中"	"国外"	"6.18"	"Beta C242/53/27"	"深"	"国外"	"0.00"	"I6A00072"	"粗"	"可育"	"133.91"	"Beta vulgaris L.(甜菜)"	"ZT000139"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"750.00"	"2.998"	"94.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"16.2"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"绿"	"多茎"	"0.865"	"匍匐"	"--"	"--"	"厚"	"14.60"	"中波"	"犁铧"	"8"	"2.954"	"中"	"混"	"光滑"	"447.96"	"LL"	"--"	"13.72"	"914.69"	"0"	"匈牙利"	"87.50"	"32.5"	"23.0"	"不光滑"	"5.23"	"2.00"	"白"
"53"	"厚"	"Chenopodiaceae(藜科)"	"147.80"	"5.342"	"D16001"	"Mezzano-NP"	"70.0"	"45.00"	"2x"	"--"	"多"	"6.29"	"--"	"中"	"国外"	"6.19"	"Mezzano-NP"	"浅"	"国外"	"0.00"	"I6A00256"	"粗"	"可育"	"149.19"	"Beta vulgaris L.(甜菜)"	"ZT000140"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"808.00"	"3.189"	"93.0"	"中"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"19.0"	"多茎"	"中"	"中国农科院甜菜研究所"	"绿"	"多茎"	"1.078"	"斜立"	"--"	"--"	"厚"	"16.20"	"中波"	"犁铧"	"9"	"3.062"	"长"	"混"	"光滑"	"558.40"	"LL"	"--"	"13.83"	"921.70"	"0"	"意大利"	"58.80"	"30.1"	"20.0"	"不光滑"	"5.23"	"2.24"	"白"
"54"	"厚"	"Chenopodiaceae(藜科)"	"90.04"	"6.116"	"D17001"	"多粒二倍体"	"65.0"	"--"	"2x"	"--"	"多"	"6.25"	"--"	"小"	"国外"	"6.09"	"DUO LI ER BEI TI"	"浅"	"国外"	"0.00"	"I6A00073"	"细"	"可育"	"185.12"	"Beta vulgaris L.(甜菜)"	"ZT000141"	"--"	"宽"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"628.00"	"6.415"	"98.0"	"多"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"26.0"	"混和"	"较弱"	"中国农科院甜菜研究所"	"绿"	"混合"	"4.982"	"斜立"	"--"	"--"	"厚"	"16.30"	"大波"	"犁铧"	"7"	"4.885"	"长"	"混"	"光滑"	"298.81"	"N"	"--"	"17.06"	"1137.06"	"0"	"波兰"	"100.00"	"34.6"	"24.0"	"光滑"	"5.17"	"2.78"	"白"
"55"	"厚"	"Chenopodiaceae(藜科)"	"79.25"	"4.997"	"D17002"	"抗白粉病"	"55.0"	"65.00"	"2x"	"--"	"多"	"6.25"	"--"	"大"	"国外"	"6.14"	"KANG BAI FEN BING"	"浅"	"国外"	"0.00"	"I6A00257"	"细"	"可育"	"206.45"	"Beta vulgaris L.(甜菜)"	"ZT000142"	"--"	"中"	"--"	"--"	"--"	"98.0"	"波浪"	"圆锥"	"841.00"	"1.706"	"94.0"	"少"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"22.7"	"单茎"	"中"	"中国农科院甜菜研究所"	"浓绿"	"单茎"	"0.421"	"斜立"	"--"	"--"	"厚"	"15.90"	"大波"	"舌形"	"7"	"8.317"	"中"	"混"	"光滑"	"190.85"	"NE"	"--"	"19.44"	"1295.96"	"0"	"波兰"	"100.00"	"34.1"	"22.0"	"不光滑"	"5.23"	"3.09"	"白"
