"id"	"记录号"	"分类"	"标题书名"	"作者"	"信息类型"	"信息来源"	"出版日期"	"出版者"	"出版地"	"载体形态"	"登录号"	"关键词"	"正文文摘"	"附件"
"200"	"GJ00200"	"S567.1-092.49"	"植物名实图考长编.第十八卷,木类(十九种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000382"	"木类；植物；图考"	"植物名实图考长编八函六十卷,本册为第八函第十八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/02/"
"201"	"GJ00201"	"S567.1-092.49"	"植物名实图考长编.第十九卷,木类(三十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000383"	"木类；植物；图考"	"植物名实图考长编八函六十卷,本册为第八函第十九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/03/"
"202"	"GJ00202"	"S567.1-092.49"	"植物名实图考长编.第二十卷,木类(十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000384"	"木类；植物；图考"	"植物名实图考长编八函六十卷,本册为第八函第二十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/04/"
"203"	"GJ00203"	"S567.1-092.49"	"植物名实图考长编.第二十一卷,木类(四十四种，拾遗四十九)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000385"	"木类；植物；图考"	"植物名实图考长编八函六十卷,本册为第八函第二十一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/05/"
"204"	"GJ00204"	"S567.1-092.49"	"植物名实图考长编.第二十二卷,木类(四十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000386"	"木类；植物；图考"	"植物名实图考长编八函六十卷,本册为第八函第二十二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/06/"
"205"	"GJ00205"	"TV8-092"	"治河方略.第一册,卷首"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001530"	"治河；靳辅；黄河；图"	"含圣谕、书表、河图"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/01/"
"206"	"GJ00206"	"TV8-092"	"治河方略.第二册,治纪上"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001531"	"治河；靳辅；黄河；治纪"	"含第一卷  治纪上"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/02/"
"207"	"GJ00207"	"TV8-092"	"治河方略.第三册,治纪中"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001532"	"治河；靳辅；黄河；治纪"	"含第二卷  治纪中"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/03/"
"208"	"GJ00208"	"TV8-092"	"治河方略.第四册,治纪下"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001533"	"治河；靳辅；黄河；治纪"	"含第三卷  治纪下"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/04/"
"209"	"GJ00209"	"TV8-092"	"治河方略.第五册,川渎考、诸湖考、漕运考、河道考"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001534"	"治河；靳辅；黄河；川渎；湖；漕运；河道"	"含第四卷  川渎考、诸湖考、漕运考、河道考"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/05/"
"210"	"GJ00210"	"TV8-092"	"治河方略.第六册,奏疏上"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001535"	"治河；靳辅；黄河；奏疏"	"含第五卷  奏疏上"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/06/"
"211"	"GJ00211"	"TV8-092"	"治河方略.第七册,奏疏下"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001536"	"治河；靳辅；黄河；奏疏"	"含第六卷  奏疏下"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/07/"
"212"	"GJ00212"	"TV8-092"	"治河方略.第八册,名论上"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001537"	"治河；靳辅；黄河；名论"	"含第七卷  名论上"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/08/"
"213"	"GJ00213"	"TV8-092"	"治河方略.第九册,名论下"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001538"	"治河；靳辅；黄河；名论"	"含第八卷  名论下"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/09/"
"214"	"GJ00214"	"TV8-092"	"治河方略.第十册,河道述言"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001539"	"治河；靳辅；黄河；河道"	"含第九卷  河道述言"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/10/"
"215"	"GJ00215"	"TV8-092"	"治河方略.第十一册,河防摘要"	"（清）靳辅著"	"古籍"	"SDIC馆藏图书著作"	"嘉庆四年（1799年）"		"北京"	"20cm"	"S001540"	"治河；靳辅；黄河；河防"	"含第十卷  河防摘要"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1244/11/"
"216"	"GJ00216"	"S567.2-092.49"	"植物名实图考.第二十卷,蔓草(四十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037826"	"蔓草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第二十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/01/"
"217"	"GJ00217"	"S567.2-092.49"	"植物名实图考.第十九卷,蔓草(五十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037825"	"蔓草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第十九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/02/"
"218"	"GJ00218"	"S567.2-092.49"	"植物名实图考.第十八卷,水草(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037824"	"水草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第十八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/03/"
"219"	"GJ00219"	"S567.2-092.49"	"植物名实图考.第十七卷,石草(三十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037823"	"石草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第十七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/04/"
"220"	"GJ00220"	"S567.2-092.49"	"植物名实图考.第十六卷,石草(六十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037822"	"石草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第十六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/05/"
"221"	"GJ00221"	"S567.2-092.49"	"植物名实图考.第十五卷,隰草(四十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037821"	"隰草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第十五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/06/"
"222"	"GJ00222"	"S567.2-092.49"	"植物名实图考.第十四卷,隰草(六十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037820"	"隰草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第十四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/07/"
"223"	"GJ00223"	"S567.2-092.49"	"植物名实图考.第十三卷,隰草(四十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037819"	"隰草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第十三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/08/"
"224"	"GJ00224"	"S567.2-092.49"	"植物名实图考.第十二卷,隰草(六十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037818"	"隰草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第十二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/09/"
"225"	"GJ00225"	"S567.2-092.49"	"植物名实图考.第十一卷,隰草(五十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037817"	"隰草；植物；图考"	"植物名实图考四函三十八卷,本册为第二函第十一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/10/"
"226"	"GJ00226"	"S68-092.49"	"植物名实图考.第三十卷,羣芳(二十九种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037836"	"花卉；羣芳；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第三十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/11/"
"227"	"GJ00227"	"S68-092.49"	"植物名实图考.第二十九卷,羣芳(三十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037835"	"花卉；羣芳；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第二十九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/12/"
"228"	"GJ00228"	"S68-092.49"	"植物名实图考.第二十八卷,羣芳(二十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037834"	"花卉；羣芳；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第二十八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/13/"
"229"	"GJ00229"	"S68-092.49"	"植物名实图考.第二十七卷,羣芳(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037833"	"花卉；羣芳；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第二十七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/14/"
"230"	"GJ00230"	"S68-092.49"	"植物名实图考.第二十六卷,羣芳(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037832"	"花卉；羣芳；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第二十六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/15/"
"231"	"GJ00231"	"S68-092.49"	"植物名实图考.第二十五卷,芳草(六十种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037831"	"花卉；芳草；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第二十五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/16/"
"232"	"GJ00232"	"S567.2-092.49"	"植物名实图考.第二十四卷,毒草(三十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037830"	"毒草；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第二十四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/17/"
"233"	"GJ00233"	"S567.2-092.49"	"植物名实图考.第二十三卷,蔓草（五十四种）"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037829"	"蔓草；芳草；毒草；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第二十三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/18/"
"234"	"GJ00234"	"S567.2-092.49"	"植物名实图考.第二十二卷,蔓草(三十九种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037828"	"蔓草；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第二十二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/19/"
"235"	"GJ00235"	"S567.2-092.49"	"植物名实图考.第二十一卷,蔓草(四十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037827"	"蔓草；植物；图考"	"植物名实图考四函三十八卷,本册为第三函第二十一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/781/20/"
"236"	"GJ00236"	"S567.2-092.49"	"植物名实图考.第十卷,山草(五十种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037816"	"山草；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/01/"
"237"	"GJ00237"	"S567.2-092.49"	"植物名实图考.第九卷,山草(六十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037815"	"山草；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/02/"
"238"	"GJ00238"	"S567.2-092.49"	"植物名实图考.第八卷,山草(五十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037814"	"山草；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/03/"
"239"	"GJ00239"	"S567.2-092.49"	"植物名实图考.第七卷,山草(三十二种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037813"	"山草；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/04/"
"240"	"GJ00240"	"S63-092.49"	"植物名实图考.第六卷,蔬类(三十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037812"	"蔬菜；蔬类；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/05/"
"241"	"GJ00241"	"S63-092.49"	"植物名实图考.第五卷,蔬类(六十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037811"	"蔬菜；蔬类；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/06/"
"242"	"GJ00242"	"S63-092.49"	"植物名实图考.第四卷,蔬类(三十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037810"	"蔬菜；蔬类；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/07/"
"243"	"GJ00243"	"S63-092.49"	"植物名实图考.第三卷,蔬类(四十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037809"	"蔬菜；蔬类；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/08/"
"244"	"GJ00244"	"S51-092.49"	"植物名实图考.第二卷,谷类(二十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037808"	"谷类；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/09/"
"245"	"GJ00245"	"S567.1-092.49"	"植物名实图考.第一卷,谷类(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037807"	"谷类；植物；图考"	"植物名实图考四函三十八卷,本册为第一函第一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/10/"
"246"	"GJ00246"	"S567.1-092.49"	"植物名实图考.第三十八卷,木类(三十九种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037842"	"木类；植物；图考"	"植物名实图考四函三十八卷,本册为第四函第三十八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/11/"
"247"	"GJ00247"	"S567.1-092.49"	"植物名实图考.第三十七卷,木类(三十二种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037841"	"木类；植物；图考"	"植物名实图考四函三十八卷,本册为第四函第三十七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/12/"
"248"	"GJ00248"	"S567.1-092.49"	"植物名实图考.第三十六卷,木类(五十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037840"	"木类；植物；图考"	"植物名实图考四函三十八卷,本册为第四函第三十六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/13/"
"249"	"GJ00249"	"S567.1-092.49"	"植物名实图考.第三十五卷,木类(六十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037839"	"木类；植物；图考"	"植物名实图考四函三十八卷,本册为第四函第三十五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/14/"
"250"	"GJ00250"	"S567.1-092.49"	"植物名实图考.第三十四卷,木类(三十种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037838"	"木类；植物；图考"	"植物名实图考四函三十八卷,本册为第四函第三十四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/15/"
"251"	"GJ00251"	"S567.1-092.49"	"植物名实图考.第三十三卷,木类(五十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S037837"	"木类；植物；图考"	"植物名实图考四函三十八卷,本册为第四函第三十三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/782/16/"
"252"	"GJ00252"	"S567.2-092.49"	"植物名实图考.第九卷,山草(六十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031676"	"山草；植物；图考"	"植物名实图考共八函六十卷,本册为第二函第九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/07/"
"253"	"GJ00253"	"S567.2-092.49"	"植物名实图考.第十卷,山草(五十种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031677"	"山草；植物；图考"	"植物名实图考共八函六十卷,本册为第二函第十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/08/"
"254"	"GJ00254"	"S567.2-092.49"	"植物名实图考.第十一卷,隰草(五十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031678"	"隰草；植物；图考"	"植物名实图考共八函六十卷,本册为第二函第十一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/09/"
"255"	"GJ00255"	"S567.2-092.49"	"植物名实图考.第十二卷,隰草(六十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031679"	"隰草；植物；图考"	"植物名实图考共八函六十卷,本册为第二函第十二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/10/"
"256"	"GJ00256"	"S567.2-092.49"	"植物名实图考.第十三卷,隰草(四十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031680"	"隰草；植物；图考"	"植物名实图考共八函六十卷,本册为第二函第十三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/11/"
"257"	"GJ00257"	"S567.2-092.49"	"植物名实图考.第十四卷,隰草(六十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031681"	"隰草；植物；图考"	"植物名实图考共八函六十卷,本册为第二函第十四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/12/"
"258"	"GJ00258"	"S567.2-092.49"	"植物名实图考.第十五卷,隰草(四十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031682"	"隰草；植物；图考"	"植物名实图考共八函六十卷,本册为第二函第十五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/13/"
"259"	"GJ00259"	"S567.2-092.49"	"植物名实图考.第十六卷,石草(六十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031683"	"石草；植物；图考"	"植物名实图考共八函六十卷,本册为第二函第十六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/14/"
"260"	"GJ00260"	"S51-092.49"	"植物名实图考.第一卷,谷类(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031668"	"谷类；植物；图考"	"植物名实图考共八函六十卷,本册为第一函第一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/790/01/"
"261"	"GJ00261"	"S51-092.49"	"植物名实图考.第二卷,谷类(二十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031669"	"谷类；植物；图考"	"植物名实图考共八函六十卷,本册为第一函第二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/790/02/"
"262"	"GJ00262"	"S63-092.49"	"植物名实图考.第三卷,蔬类(四十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031670"	"蔬菜；蔬类；植物；图考"	"植物名实图考共八函六十卷,本册为第一函第三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/790/03/"
"263"	"GJ00263"	"S63-092.49"	"植物名实图考.第四卷,蔬类(三十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031671"	"蔬菜；蔬类；植物；图考"	"植物名实图考共八函六十卷,本册为第一函第四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/790/04/"
"264"	"GJ00264"	"S63-092.49"	"植物名实图考.第五卷,蔬类(六十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031672"	"蔬菜；蔬类；植物；图考"	"植物名实图考共八函六十卷,本册为第一函第五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/790/05/"
"265"	"GJ00265"	"S63-092.49"	"植物名实图考.第六卷,蔬类(三十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031673"	"蔬菜；蔬类；植物；图考"	"植物名实图考共八函六十卷,本册为第一函第六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/790/06/"
