"id"	"叶身"	"花瓣数"	"叶尖"	"抗旱性"	"叶面"	"种子成熟期"	"叶肉厚"	"叶基"	"水浸出物"	"叶质"	"发芽日期"	"种径大小"	"新梢颜色"	"芽叶色泽"	"抗根结线虫"	"资源类型"	"茶多酚"	"咖啡碱"	"百粒重"	"抗云纹叶枯"	"叶齿密度"	"花瓣大小"	"品种名称"	"有效积温"	"叶色"	"叶齿深度"	"芽叶展开态"	"成茶香气"	"花瓣色泽"	"芽叶隆起性"	"儿茶素总量"	"繁殖方式"	"儿茶素一"	"柱头裂位"	"儿茶素三"	"叶宽"	"儿茶素四"	"花梗长度"	"红茶总分"	"儿茶素五"	"花萼数"	"种皮色泽"	"叶姿"	"茶果形状"	"抗寒性"	"科名"	"雌雄高比"	"树姿"	"新梢长度"	"统一编号"	"适制性"	"发芽密度"	"酯酶谱带数"	"栅栏组织厚"	"始花期"	"新梢茸毛"	"叶脉对数"	"新梢重量"	"丰产性"	"花柱长度"	"原产地"	"海绵组织厚"	"萜烯指数"	"叶形"	"种苗来源"	"属名"	"新梢密度"	"省"	"树型"	"乌龙茶总分"	"抗白星病"	"叶齿锐度"	"花萼色泽"	"抗螨类"	"花萼茸毛"	"柱头裂数"	"节间长度"	"抗小绿叶蝉"	"儿茶素二"	"抗轮斑病"	"叶缘"	"学名"	"树高"	"叶长"	"花冠直径"	"保存单位"	"盛花期"	"氨基酸"	"雄蕊数目"	"绿茶总分"	"倍数性"	"子房茸毛"	"生产力指数"	"苞片有无"	"分枝密度"	"芽叶茸毛"	"成茶滋味"	"结实性"
"24"	"内折"	"5.0"	"钝尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"水仙筒状"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.2"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"直立"	"11.5"	"00000028"	"--"	"--"	"--"	"--"	"--"	"多"	"--"	"100.0"	"--"	"--"	"粤英德"	"--"	"--"	"披针"	"粤英德"	"Camellia(山茶属)"	"--"	"广东"	"乔木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"11.0"	"3.0"	"广东省茶科所 (粤028)"	"11/11-11/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"25"	"--"	"7.0"	"钝尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"水仙黄叶"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.6"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"11.3"	"00000029"	"红茶"	"--"	"--"	"--"	"--"	"无"	"--"	"106.4"	"--"	"--"	"粤英德"	"--"	"--"	"披针"	"粤英德"	"Camellia(山茶属)"	"--"	"广东"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"9.7"	"4.0"	"广东省茶科所 (粤029)"	"11/11-11/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"26"	"--"	"--"	"钝尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"水仙早芽"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.9"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"中"	"半开张"	"13.7"	"00000030"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"109.0"	"--"	"--"	"粤英德"	"--"	"--"	"椭圆"	"粤英德"	"Camellia(山茶属)"	"--"	"广东"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"9.3"	"--"	"广东省茶科所 (粤030)"	"--"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"27"	"内折"	"6.0"	"骤尖"	"--"	"微隆"	"--"	"--"	"--"	"46.46"	"软"	"早"	"15.0"	"绿"	"--"	"--"	"--"	"--"	"5.20"	"123.40"	"--"	"中"	"--"	"龙胜龙脊茶"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"4.9"	"--"	"--"	"--"	"--"	"5.0"	"--"	"水平"	"--"	"强"	"Theaceae(山茶科)"	"--"	"直立"	"6.6"	"00000040"	"--"	"--"	"--"	"--"	"--"	"少"	"13"	"54.0"	"--"	"1.40"	"--"	"--"	"--"	"长椭圆"	"--"	"Camellia(山茶属)"	"中"	"广西"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"特多"	"3裂"	"3.1"	"--"	"--"	"--"	"微波"	"--"	"--"	"13.6"	"4.1"	"桂林所"	"10/下-11/中"	"--"	"--"	"--"	"--"	"多"	"--"	"--"	"--"	"--"	"--"	"--"
"28"	"内折"	"6.0"	"骤尖"	"--"	"微隆"	"--"	"--"	"--"	"--"	"柔软"	"--"	"1.2"	"黄绿"	"--"	"--"	"农家品种"	"--"	"--"	"82.00"	"--"	"中"	"--"	"双筒大叶茶"	"--"	"绿"	"中"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"浅裂"	"--"	"7.5"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"中"	"半开张"	"--"	"00000056"	"红茶"	"--"	"--"	"--"	"--"	"少"	"12"	"--"	"--"	"0.80"	"滇双江"	"--"	"--"	"椭圆"	"滇双江"	"Camellia(山茶属)"	"中"	"云南"	"乔木"	"--"	"--"	"中"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"微波"	"Camellia assamica (Mast) Chang(普洱茶)"	"--"	"18.1"	"2.9"	"临仓地区茶科所 (滇005)"	"10/15-11/15"	"--"	"--"	"--"	"二倍体"	"多"	"--"	"--"	"中"	"--"	"--"	"--"
"29"	"--"	"6.0"	"渐尖"	"弱"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"特大叶茶"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"10.3"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"低"	"开张"	"12.3"	"00000112"	"红茶"	"--"	"--"	"--"	"--"	"特多"	"--"	"165.0"	"--"	"--"	"滇勐海"	"--"	"--"	"椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"26.1"	"4.3"	"云南省茶科所 (滇061)"	"--"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"30"	"--"	"7.0"	"钝尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"云抗8号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"11.0"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"低"	"开张"	"19.8"	"00000113"	"红茶"	"--"	"--"	"--"	"--"	"少"	"--"	"--"	"--"	"--"	"滇勐海"	"--"	"--"	"卵圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"多"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia assamica (Mast) Chang(普洱茶)"	"--"	"20.6"	"4.7"	"云南省茶科所 (滇062)"	"07/21-07/31"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"31"	"--"	"7.0"	"圆尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"特大叶2号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"11.3"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"中"	"开张"	"12.0"	"00000114"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"145.0"	"--"	"--"	"滇勐海"	"--"	"--"	"卵圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"18.0"	"4.4"	"云南省茶科所 (滇063)"	"--"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"32"	"--"	"6.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"特早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"73-11"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"7.3"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"12.1"	"00000115"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"180.0"	"--"	"--"	"滇勐海"	"--"	"--"	"椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"17.4"	"3.0"	"云南省茶科所 (滇064)"	"10/11-10/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"33"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"73-4"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.8"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"低"	"开张"	"13.5"	"00000116"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"220.0"	"--"	"--"	"滇勐海"	"--"	"--"	"披针"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"17.4"	"3.6"	"云南省茶科所 (滇065)"	"10/01-10/10"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"34"	"--"	"6.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"1.6"	"--"	"--"	"--"	"株系"	"--"	"--"	"154.00"	"--"	"--"	"--"	"大黑叶"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"6.2"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"10.7"	"00000117"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"176.0"	"--"	"--"	"滇勐海"	"--"	"--"	"长椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"17.2"	"3.6"	"云南省茶科所 (滇066)"	"09/21-09/30"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"35"	"--"	"7.0"	"钝尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"云选14号"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"6.7"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"低"	"开张"	"10.8"	"00000118"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"130.0"	"--"	"--"	"滇勐海"	"--"	"--"	"椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"16.8"	"3.2"	"云南省茶科所 (滇067)"	"11/11-11/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"36"	"内折"	"5.0"	"钝尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"云选1号"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"6.0"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"低"	"开张"	"9.5"	"00000119"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"156.0"	"--"	"--"	"滇勐海"	"--"	"--"	"长椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"15.9"	"3.2"	"云南省茶科所 (滇068)"	"10/21-10/31"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"37"	"--"	"7.0"	"钝尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"73-13"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"7.0"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"低"	"开张"	"11.6"	"00000120"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"145.0"	"--"	"--"	"滇勐海"	"--"	"--"	"椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"15.8"	"3.2"	"云南省茶科所 (滇069)"	"11/11-11/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"38"	"背卷"	"7.0"	"骤尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"73-9"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"6.1"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"中"	"开张"	"10.9"	"00000121"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"160.0"	"--"	"--"	"滇勐海"	"--"	"--"	"椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"15.6"	"4.0"	"云南省茶科所 (滇070)"	"10/21-10/31"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"39"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"76-50"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.8"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"中"	"开张"	"12.0"	"00000122"	"红茶"	"--"	"--"	"--"	"--"	"少"	"--"	"200.0"	"--"	"--"	"滇勐海"	"--"	"--"	"披针"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"15.4"	"3.9"	"云南省茶科所 (滇071)"	"10/11-10/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"40"	"内折"	"8.0"	"骤尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"云抗41号"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"6.5"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"中"	"开张"	"10.0"	"00000123"	"红茶"	"--"	"--"	"--"	"--"	"少"	"--"	"180.0"	"--"	"--"	"滇勐海"	"--"	"--"	"椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"多"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"15.3"	"5.4"	"云南省茶科所 (滇072)"	"07/11-07/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"41"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"大柳"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.7"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"7.9"	"00000124"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"115.0"	"--"	"--"	"滇勐海"	"--"	"--"	"披针"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"15.2"	"4.6"	"云南省茶科所 (滇073)"	"10/11-10/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"42"	"内折"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"37-10"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.6"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"中"	"开张"	"11.4"	"00000125"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"190.0"	"--"	"--"	"滇勐海"	"--"	"--"	"披针"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"15.1"	"3.8"	"云南省茶科所 (滇074)"	"09/21-09/30"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"43"	"--"	"6.0"	"骤尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"云抗9号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.9"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"低"	"半开张"	"10.0"	"00000126"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"100.0"	"--"	"--"	"滇勐海"	"--"	"--"	"椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"14.9"	"4.0"	"云南省茶科所 (滇075)"	"--"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"44"	"--"	"6.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"76-39"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.3"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"低"	"开张"	"12.6"	"00000127"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"210.0"	"--"	"--"	"滇勐海"	"--"	"--"	"长椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"14.9"	"4.2"	"云南省茶科所 (滇076)"	"10/01-10/10"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"45"	"内折"	"6.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"76-38"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.2"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"9.2"	"00000128"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"200.0"	"--"	"--"	"滇勐海"	"--"	"--"	"长椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"14.9"	"2.6"	"云南省茶科所 (滇077)"	"10/11-10/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"46"	"--"	"7.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"云抗12号"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.3"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"11.2"	"00000129"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"132.0"	"--"	"--"	"滇勐海"	"--"	"--"	"长椭圆"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"14.6"	"3.5"	"云南省茶科所 (滇078)"	"10/11-10/20"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"47"	"内折"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"云抗3号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.2"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"9.0"	"00000130"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"115.0"	"--"	"--"	"滇勐海"	"--"	"--"	"披针"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"14.6"	"3.6"	"云南省茶科所 (滇079)"	"10/01-10/10"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"48"	"内折"	"7.0"	"渐尖"	"中"	"强隆"	"--"	"--"	"--"	"45.83"	"柔软"	"迟"	"1.4"	"黄绿"	"--"	"--"	"株系"	"35.64"	"--"	"--"	"高抗"	"稀"	"--"	"云抗43号"	"--"	"绿"	"浅"	"--"	"高"	"--"	"--"	"123.09"	"无性系"	"--"	"--"	"--"	"5.3"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"中"	"Theaceae(山茶科)"	"低"	"开张"	"9.3"	"00000131"	"红茶"	"--"	"--"	"--"	"10/1"	"中"	"12"	"121.0"	"高"	"1.09"	"滇勐海"	"--"	"--"	"长椭圆"	"滇勐海"	"Camellia(山茶属)"	"密"	"云南"	"乔木"	"--"	"1"	"--"	"--"	"--"	"无"	"3裂"	"--"	"抗"	"--"	"--"	"微波"	"Camellia assamica (Mast) Chang(普洱茶)"	"--"	"14.3"	"3.7"	"云南省茶科所 (滇080)"	"10/05-10/15"	"2.94"	"--"	"--"	"二倍体"	"多"	"--"	"--"	"密"	"--"	"浓鲜"	"--"
"49"	"背卷"	"6.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"早生黑叶"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.1"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"8.5"	"00000132"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"102.0"	"--"	"--"	"滇勐海"	"--"	"--"	"披针"	"滇勐海"	"Camellia(山茶属)"	"--"	"云南"	"乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia"	"--"	"14.2"	"2.9"	"云南省茶科所 (滇081)"	"07/21-07/31"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
