"id"	"棉铃虫"	"棉酚"	"生长势"	"生育期"	"果枝节位"	"短绒色"	"单宁"	"棉红蜘蛛"	"株形"	"苞外蜜腺"	"白度"	"叶厚度"	"花药色"	"东经"	"统一编号"	"叶片大小"	"属名"	"茎色"	"叶蜜腺"	"花冠色"	"铃形"	"花大小"	"跨长"	"麦克隆值"	"北纬"	"种仁脂肪"	"黄萎病"	"棉毒素"	"原产地"	"主茎硬度"	"果枝数"	"气流纱支数"	"叶色"	"耐涝性"	"环纺纱号数"	"单株铃数"	"花柱长"	"伸长百分率"	"单位编号"	"译名"	"色泽"	"果枝伸展角"	"倒伏性"	"叶形"	"果枝类型"	"杂质等级"	"茎毛"	"科名"	"种子来源地"	"品种名称"	"年"	"类别"	"气流纺指标"	"省"	"光反射率"	"保存单位"	"库编号"	"种子绒毛"	"叶绒毛"	"絮棉色"	"学名"	"高程"	"红铃虫"	"花芯色"	"枯萎病"	"铃色"	"叶枝数"	"环纺纱强力"	"样品类型"	"长度整齐度"	"子指"	"铃室数"	"蚜虫"	"铃开裂"	"耐盐性"	"耐旱性"	"铃柄长"	"苞叶形状"	"比强度"	"种仁蛋白"	"衣分"	"铃重"	"铃着生方式"	"主茎粗细"	"株高"	"图象"
"27"	"--"	"--"	"中"	"107"	"6.4"	"棕"	"--"	"--"	"塔"	"有"	"10.1"	"中"	"乳白"	"--"	"ZM-06030"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"22.9"	"5.5"	"--"	"33.10"	"S"	"有"	"美国"	"中"	"16.2"	"6"	"绿"	"--"	"8"	"20.6"	"高于"	"5.6"	"--"	"Bagley Pedigreed"	"42-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"白格芮纯系"	"1986"	"陆国外"	"1655"	"国外"	"69.8"	"江苏经作所"	"I3A01231"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.9"	"93"	"国外"	"53.6"	"11.5"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"21.1"	"40.00"	"26.30"	"4.10"	"单生"	"--"	"100.5"	"--"
"28"	"--"	"--"	"中"	"116"	"6.0"	"灰"	"--"	"--"	"塔"	"有"	"10.2"	"中"	"乳白"	"--"	"ZM-06031"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"26.4"	"5.1"	"--"	"35.30"	"S"	"有"	"美国"	"中"	"17.6"	"6"	"绿"	"--"	"9"	"21.1"	"高于"	"5.8"	"--"	"White gold str.4"	"22-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"白金棉纯系4"	"1986"	"陆国外"	"1643"	"国外"	"76.3"	"江苏经作所"	"I3A01232"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.0"	"100"	"国外"	"49.6"	"11.7"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"18.8"	"40.10"	"35.25"	"5.80"	"单生"	"中"	"103.0"	"--"
"29"	"--"	"--"	"强"	"123"	"5.4"	"灰"	"--"	"--"	"塔"	"有"	"9.4"	"中"	"黄"	"--"	"ZM-06032"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"30.4"	"4.5"	"--"	"36.20"	"S"	"有"	"美国"	"中"	"20.6"	"7"	"绿"	"--"	"12"	"25.1"	"高于"	"6.3"	"--"	"Piedmont cleveland"	"31-3"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"皮德蒙克利夫兰"	"1986"	"陆国外"	"1955"	"国外"	"75.5"	"江苏经作所"	"I3A00490"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.3"	"135"	"国外"	"51.1"	"11.6"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"23.4"	"40.90"	"32.89"	"5.00"	"单生"	"中"	"122.0"	"--"
"30"	"--"	"--"	"强"	"116"	"5.5"	"灰"	"--"	"--"	"塔"	"有"	"9.4"	"厚"	"乳白"	"--"	"ZM-06033"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"23.9"	"5.4"	"--"	"37.90"	"S"	"有"	"美国"	"软"	"16.1"	"6"	"绿"	"--"	"9"	"14.9"	"高于"	"7.1"	"--"	"Perry Toole"	"32-2"	">45"	"不倒"	"阔叶"	"3"	"4"	"少"	"Malvaceae(锦葵科)"	"美国"	"内芮土耳"	"1986"	"陆国外"	"1715"	"国外"	"72.0"	"江苏经作所"	"I3A02819"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.6"	"103"	"国外"	"52.0"	"13.6"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"23.4"	"35.90"	"29.70"	"6.10"	"单生"	"中"	"76.7"	"--"
"31"	"--"	"--"	"中"	"122"	"5.4"	"灰"	"--"	"--"	"塔"	"有"	"9.5"	"中"	"乳白"	"--"	"ZM-06034"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"25.0"	"4.2"	"--"	"34.90"	"S"	"有"	"美国"	"中"	"17.8"	"7"	"绿"	"--"	"9"	"23.8"	"高于"	"5.3"	"--"	"Wilds 18"	"31-4"	">45"	"不倒"	"--"	"3"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"华字棉18"	"1986"	"陆国外"	"1783"	"国外"	"76.3"	"江苏经作所"	"I3A00491"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.5"	"106"	"国外"	"49.1"	"9.9"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.8"	"36.50"	"40.07"	"5.20"	"单生"	"中"	"94.3"	"--"
"32"	"--"	"--"	"中"	"148"	"6.2"	"灰"	"--"	"--"	"塔"	"有"	"9.3"	"中"	"乳白"	"--"	"ZM-06035"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"31.9"	"3.3"	"--"	"35.20"	"S"	"有"	"美国"	"中"	"14.1"	"7"	"绿"	"--"	"11"	"12.6"	"高于"	"5.2"	"--"	"Wilds 19"	"21-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"华字棉 19"	"1987"	"陆国外"	"1975"	"国外"	"76.7"	"中棉所"	"I3A01454"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.2"	"123"	"国外"	"42.8"	"11.9"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.2"	"40.00"	"30.90"	"5.90"	"单生"	"中"	"90.3"	"--"
"33"	"--"	"--"	"中"	"123"	"6.4"	"绿"	"--"	"--"	"塔"	"有"	"9.5"	"中"	"乳白"	"--"	"ZM-06036"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"30.4"	"4.5"	"--"	"35.60"	"S"	"有"	"美国"	"中"	"18.3"	"7"	"绿"	"--"	"11"	"17.0"	"等于"	"6.3"	"--"	"Wilds 32-5"	"21-4"	">45"	"不倒"	"阔叶"	"2"	"3"	"少"	"Malvaceae(锦葵科)"	"美国"	"华字棉32-5"	"1986"	"陆国外"	"1859"	"国外"	"77.4"	"江苏经作所"	"I3A00492"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.9"	"122"	"国外"	"46.2"	"12.1"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"21.7"	"38.70"	"29.88"	"5.80"	"单生"	"中"	"115.2"	"--"
"34"	"--"	"--"	"强"	"132"	"5.4"	"灰"	"--"	"--"	"塔"	"有"	"7.8"	"中"	"乳白"	"--"	"ZM-06037"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"28.7"	"3.6"	"--"	"36.50"	"--"	"有"	"美国"	"硬"	"16.6"	"7"	"绿"	"--"	"11"	"9.6"	"低于"	"7.0"	"--"	"Farm relief"	"31-2"	">45"	"不倒"	"阔叶"	"1"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"农救"	"1989"	"陆国外"	"1896"	"国外"	"76.5"	"巴州农科所"	"I3A04042"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"0.8"	"124"	"国外"	"49.0"	"12.6"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"20.0"	"37.20"	"34.54"	"7.20"	"单生"	"粗"	"74.2"	"--"
"35"	"--"	"--"	"中"	"104"	"6.7"	"灰"	"--"	"--"	"塔"	"有"	"8.4"	"中"	"乳白"	"--"	"ZM-06038"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.9"	"3.5"	"--"	"30.30"	"S"	"有"	"美国"	"中"	"15.9"	"8"	"绿"	"--"	"14"	"15.1"	"高于"	"6.3"	"--"	"Farm relief Str. 4"	"31-3"	"<45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"农救4系"	"1986"	"陆国外"	"2099"	"国外"	"75.5"	"江苏经作所"	"I3A00493"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.0"	"154"	"国外"	"54.6"	"9.2"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"24.8"	"38.40"	"27.94"	"3.70"	"单生"	"中"	"97.6"	"--"
"36"	"--"	"--"	"中"	"141"	"7.1"	"灰"	"--"	"--"	"塔"	"有"	"8.9"	"中"	"乳白"	"--"	"ZM-06039"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.1"	"3.9"	"--"	"33.80"	"S"	"有"	"美国"	"硬"	"13.4"	"7"	"绿"	"--"	"12"	"15.2"	"高于"	"7.0"	"--"	"Farm relief Str.4"	"31-3"	">45"	"不倒"	"阔叶"	"3"	"3"	"多"	"Malvaceae(锦葵科)"	"美国"	"农救 4 系"	"1987"	"陆国外"	"1966"	"国外"	"76.5"	"中棉所"	"I3A01455"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.6"	"133"	"国外"	"49.1"	"12.1"	">3"	"--"	"畅"	"不抗"	"高抗"	"短"	"心脏"	"23.3"	"40.00"	"34.70"	"5.50"	"单生"	"中"	"85.6"	"--"
"37"	"--"	"--"	"中"	"130"	"6.3"	"灰"	"--"	"--"	"筒"	"有"	"10.2"	"中"	"乳白"	"--"	"ZM-06040"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"23.7"	"4.0"	"--"	"32.60"	"S"	"有"	"美国"	"中"	"14.4"	"7"	"绿"	"--"	"9"	"12.4"	"高于"	"5.8"	"--"	"Farm relief 34-7"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"4"	"中"	"Malvaceae(锦葵科)"	"美国"	"农救34-7"	"1986"	"陆国外"	"1782"	"国外"	"71.0"	"江苏经作所"	"I3A00494"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.5"	"96"	"国外"	"48.4"	"11.3"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.9"	"38.70"	"29.50"	"4.00"	"单生"	"中"	"75.8"	"--"
"38"	"--"	"--"	"强"	"136"	"7.5"	"灰"	"--"	"--"	"塔"	"有"	"9.5"	"厚"	"乳白"	"--"	"ZM-06041"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"22.6"	"5.1"	"--"	"34.90"	"T"	"有"	"美国"	"硬"	"9.8"	"6"	"绿"	"--"	"9"	"17.1"	"高于"	"7.2"	"--"	"Early Triumph 5"	"31-3"	">45"	"不倒"	"阔叶"	"3"	"3"	"中"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜棉5号"	"1987"	"陆国外"	"1708"	"国外"	"75.0"	"中棉所"	"I3A01456"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"4.6"	"107"	"国外"	"54.3"	"11.8"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"22.9"	"37.90"	"35.00"	"6.00"	"单生"	"粗"	"91.4"	"--"
"39"	"--"	"--"	"强"	"105"	"8.1"	"灰"	"--"	"--"	"塔"	"有"	"9.0"	"中"	"乳白"	"--"	"ZM-06042"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.0"	"3.8"	"--"	"32.50"	"S"	"有"	"美国"	"中"	"14.5"	"8"	"绿"	"--"	"11"	"20.7"	"高于"	"6.2"	"--"	"Early Triumph (shan)"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜棉(陕)"	"1986"	"陆国外"	"1980"	"国外"	"74.8"	"江苏经作所"	"I3A01233"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"6.4"	"124"	"国外"	"48.4"	"11.1"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"22.3"	"36.90"	"27.88"	"4.90"	"单生"	"中"	"75.7"	"--"
"40"	"--"	"--"	"强"	"104"	"8.0"	"灰"	"--"	"--"	"塔"	"有"	"9.6"	"中"	"乳白"	"--"	"ZM-06043"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.6"	"5.4"	"--"	"38.10"	"S"	"有"	"武昌"	"硬"	"17.3"	"7"	"绿"	"--"	"9"	"13.8"	"高于"	"7.6"	"--"	"Early Triumph"	"42-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜棉"	"1988"	"陆国外"	"1926"	"国外"	"71.9"	"湖北经作所"	"I3A04282"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.2"	"108"	"国外"	"48.4"	"11.3"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"25.4"	"36.10"	"31.70"	"3.80"	"单生"	"中"	"73.5"	"--"
"41"	"--"	"--"	"强"	"109"	"7.5"	"灰"	"--"	"--"	"塔"	"有"	"10.1"	"中"	"乳白"	"--"	"ZM-06044"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"中"	"24.8"	"4.5"	"--"	"32.80"	"S"	"有"	"美国"	"中"	"15.0"	"6"	"绿"	"--"	"8"	"23.7"	"高于"	"6.1"	"--"	"Early Triumph 8"	"32-2"	">45"	"不倒"	"阔叶"	"3"	"2"	"少"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜8"	"1986"	"陆国外"	"1641"	"国外"	"72.2"	"江苏经作所"	"I3A00495"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"8.0"	"93"	"国外"	"49.6"	"9.5"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"17.8"	"37.80"	"31.45"	"4.70"	"单生"	"中"	"72.7"	"--"
"42"	"--"	"--"	"强"	"139"	"6.1"	"灰"	"--"	"--"	"筒"	"有"	"9.0"	"中"	"乳白"	"--"	"ZM-06045"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.8"	"3.4"	"--"	"34.00"	"S"	"有"	"美国"	"中"	"14.7"	"7"	"绿"	"--"	"11"	"14.8"	"高于"	"6.1"	"--"	"Early Triumph 29"	"31-3"	"=45"	"不倒"	"阔叶"	"2"	"5"	"中"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜棉 29"	"1987"	"陆国外"	"1779"	"国外"	"75.5"	"中棉所"	"I3A01457"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.7"	"122"	"国外"	"47.8"	"13.3"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"18.5"	"38.30"	"35.40"	"6.20"	"单生"	"粗"	"96.2"	"--"
"43"	"--"	"--"	"弱"	"101"	"7.2"	"灰"	"--"	"--"	"塔"	"有"	"8.4"	"中"	"乳白"	"--"	"ZM-06046"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.8"	"4.1"	"--"	"33.70"	"S"	"有"	"美国"	"中"	"18.9"	"6"	"绿"	"--"	"11"	"16.9"	"高于"	"7.0"	"--"	"Early Triumph 44-67"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"2"	"中"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜44-67"	"1986"	"陆国外"	"1703"	"国外"	"74.3"	"江苏经作所"	"I3A00496"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.2"	"120"	"国外"	"56.0"	"10.0"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"19.5"	"40.60"	"26.28"	"3.60"	"单生"	"中"	"81.4"	"--"
"44"	"--"	"--"	"弱"	"100"	"6.6"	"灰"	"--"	"--"	"塔"	"有"	"8.5"	"中"	"乳白"	"--"	"ZM-06047"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"24.3"	"4.5"	"--"	"33.10"	"S"	"有"	"美国"	"中"	"16.7"	"7"	"绿"	"--"	"11"	"10.3"	"高于"	"6.2"	"--"	"Early Triumph 47"	"41-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜47"	"1986"	"陆国外"	"1984"	"国外"	"69.5"	"江苏经作所"	"I3A00497"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.0"	"124"	"国外"	"55.0"	"10.1"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"25.9"	"37.20"	"25.66"	"3.40"	"单生"	"中"	"75.4"	"--"
"45"	"--"	"--"	"弱"	"120"	"7.4"	"灰"	"--"	"--"	"塔"	"有"	"8.8"	"中"	"乳白"	"--"	"ZM-06048"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"23.8"	"4.0"	"--"	"32.40"	"S"	"有"	"美国"	"中"	"19.8"	"7"	"绿"	"--"	"11"	"12.9"	"高于"	"6.5"	"--"	"Early Triumph 57"	"41-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜57"	"1986"	"陆国外"	"1950"	"国外"	"72.0"	"江苏经作所"	"I3A00498"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"0.9"	"125"	"国外"	"55.8"	"9.7"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"24.2"	"38.50"	"29.07"	"4.40"	"单生"	"中"	"88.8"	"--"
"46"	"--"	"--"	"中"	"135"	"7.6"	"灰"	"--"	"--"	"塔"	"有"	"9.1"	"中"	"乳白"	"--"	"ZM-06049"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.9"	"4.4"	"--"	"34.50"	"S"	"有"	"美国"	"硬"	"16.0"	"7"	"绿"	"--"	"10"	"21.6"	"等于"	"6.0"	"--"	"Early Triumph 57"	"21-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜57"	"1986"	"陆国外"	"1794"	"国外"	"77.3"	"山西棉花所"	"I3A01148"	"稀"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"1.2"	"116"	"国外"	"50.5"	"12.0"	">3"	"--"	"畅"	"不抗"	"抗"	"长"	"心脏"	"20.5"	"39.20"	"38.20"	"5.90"	"单生"	"粗"	"94.0"	"--"
"47"	"--"	"--"	"弱"	"101"	"6.5"	"灰"	"--"	"--"	"塔"	"有"	"10.2"	"中"	"乳白"	"--"	"ZM-06050"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"22.6"	"4.8"	"--"	"34.10"	"S"	"有"	"美国"	"中"	"17.4"	"7"	"绿"	"--"	"8"	"17.9"	"高于"	"6.1"	"--"	"Early Triumph 67"	"42-2"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜67"	"1986"	"陆国外"	"1886"	"国外"	"66.5"	"江苏经作所"	"I3A00499"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.2"	"97"	"国外"	"50.5"	"8.1"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"23.8"	"36.40"	"30.23"	"3.50"	"单生"	"中"	"82.3"	"--"
"48"	"--"	"--"	"中"	"102"	"6.3"	"灰"	"--"	"--"	"塔"	"有"	"9.8"	"中"	"乳白"	"--"	"ZM-06051"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"中"	"26.5"	"5.0"	"--"	"28.40"	"S"	"有"	"美国"	"中"	"19.9"	"7"	"绿"	"--"	"8"	"11.9"	"高于"	"5.7"	"--"	"Early Triumph 818"	"42-1"	"<45"	"不倒"	"阔叶"	"3"	"3"	"无"	"Malvaceae(锦葵科)"	"美国"	"早熟得胜818"	"1986"	"陆国外"	"1786"	"国外"	"70.2"	"江苏经作所"	"I3A00500"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.0"	"98"	"国外"	"46.6"	"9.5"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"21.7"	"39.80"	"26.67"	"3.90"	"单生"	"中"	"91.9"	"--"
"49"	"--"	"--"	"中"	"133"	"6.1"	"灰"	"--"	"--"	"塔"	"有"	"8.7"	"中"	"乳白"	"--"	"ZM-06052"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.3"	"5.1"	"--"	"34.30"	"S"	"有"	"美国"	"中"	"9.5"	"6"	"绿"	"--"	"8"	"10.3"	"高于"	"6.8"	"--"	"Siker"	"51-3"	">45"	"不倒"	"阔叶"	"3"	"2"	"中"	"Malvaceae(锦葵科)"	"美国"	"西克尔"	"1987"	"陆国外"	"1706"	"国外"	"68.7"	"中棉所"	"I3A01458"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.7"	"95"	"国外"	"49.3"	"10.9"	">3"	"--"	"畅"	"抗"	"高抗"	"中"	"心脏"	"20.0"	"41.80"	"32.80"	"5.00"	"单生"	"中"	"70.7"	"--"
"50"	"--"	"--"	"中"	"145"	"7.4"	"灰"	"--"	"--"	"塔"	"无"	"8.9"	"中"	"乳白"	"--"	"ZM-06053"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.7"	"4.3"	"--"	"33.10"	"S"	"有"	"美国"	"中"	"9.0"	"7"	"绿"	"--"	"10"	"13.8"	"高于"	"6.0"	"--"	"Miller 919"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"2"	"中"	"Malvaceae(锦葵科)"	"美国"	"米勒 919"	"1987"	"陆国外"	"1762"	"国外"	"75.4"	"中棉所"	"I3A03618"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"2.7"	"111"	"国外"	"48.7"	"11.4"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.4"	"37.70"	"36.80"	"6.00"	"单生"	"中"	"84.4"	"--"
"51"	"--"	"--"	"强"	"118"	"6.2"	"灰"	"--"	"--"	"塔"	"有"	"--"	"中"	"乳白"	"--"	"ZM-06054"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"--"	"--"	"--"	"36.10"	"S"	"有"	"美国"	"中"	"17.0"	"--"	"绿"	"--"	"--"	"18.5"	"高于"	"--"	"--"	"Hybrid 9531"	"--"	">45"	"不倒"	"阔叶"	"3"	"--"	"中"	"Malvaceae(锦葵科)"	"美国"	"杂种9531"	"1986"	"陆国外"	"--"	"国外"	"--"	"江苏经作所"	"I3A00501"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.9"	"--"	"国外"	"--"	"12.6"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"--"	"38.10"	"30.40"	"5.70"	"单生"	"粗"	"115.7"	"--"
"52"	"--"	"--"	"强"	"134"	"5.4"	"灰"	"--"	"--"	"塔"	"无"	"7.8"	"厚"	"乳白"	"--"	"ZM-06055"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"31.8"	"4.1"	"--"	"34.40"	"--"	"有"	"美国"	"硬"	"13.8"	"8"	"绿"	"--"	"12"	"11.4"	"等于"	"6.4"	"--"	"(S4×2H)×Coker wilt str.4"	"31-2"	">45"	"不倒"	"阔叶"	"3"	"2"	"少"	"Malvaceae(锦葵科)"	"美国"	"杂种 4 号"	"1986"	"陆国外"	"2091"	"国外"	"76.4"	"巴州农科所"	"I3A00139"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"1.2"	"139"	"国外"	"46.4"	"15.1"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"24.9"	"41.20"	"36.00"	"8.60"	"单生"	"粗"	"81.4"	"--"
"53"	"--"	"--"	"--"	"109"	"7.2"	"灰"	"--"	"--"	"塔"	"有"	"9.6"	"中"	"乳白"	"--"	"ZM-06056"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.3"	"2.8"	"--"	"36.00"	"S"	"有"	"美国"	"中"	"18.6"	"7"	"绿"	"--"	"9"	"20.2"	"高于"	"4.5"	"--"	"Delta Pine smooth leaf"	"32-2"	">45"	"不倒"	"阔叶"	"3"	"5"	"少"	"Malvaceae(锦葵科)"	"美国"	"光叶岱字棉"	"1986"	"陆国外"	"1807"	"国外"	"73.2"	"江苏经作所"	"I3A00502"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"4.2"	"105"	"国外"	"42.8"	"8.6"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"16.9"	"39.50"	"36.32"	"4.30"	"单生"	"中"	"95.1"	"--"
